stop_date,reentry_date,bars_stopped,equity_at_stop,peak_before_stop,drawdown_at_stop,bottom_equity_during_stop,bottom_price_during_stop
1987-10-15,1987-10-21,4,1.785979532421314,2.5931805026472823,-0.31127835852611363,1.783300563122682,11355.19
1990-08-21,1990-12-03,72,3.121624825046522,4.705337955289824,-0.33657797703199277,3.116942387808952,16528.24
2008-01-08,2008-05-01,79,212.69715203604045,307.14806117671566,-0.307509377655923,212.3781063079864,100971.1
2010-05-20,2010-08-02,50,298.880656496973,441.9808719119123,-0.32377015502032735,298.43233551222755,85404.6
2011-08-04,2011-10-14,50,329.15278342873046,480.73134419760953,-0.31530825397266204,328.6590542535874,94297.25
2016-06-27,2016-11-17,101,923.8483693907067,1354.1657167493413,-0.31777303326774975,922.4625968366206,189785.85
2020-03-09,2020-03-25,12,1257.1390530210238,1917.4347554662274,-0.344364104469699,1255.2533444414921,229068.47
2023-03-01,2023-06-02,65,1979.7655435810425,2853.072576214449,-0.306093521740039,1976.7958952656709,414173.11
2025-04-03,2025-04-09,4,3580.2815294893408,5206.666079650202,-0.31236582590103923,3574.9111071951065,551437.63
