window_start,window_end,strat_cagr,strat_sharpe,strat_mdd,bench_cagr,bench_sharpe,bench_mdd,excess_cagr,strat_beats_bench,window_years,cfg_id,rank
2009-06-26,2012-06-25,-0.008577753315904935,0.0729732315292296,0.2638115814186387,0.14945549422780413,0.8305938172466265,0.18609403934920818,-0.15803324754370907,False,3,EMA_N150_th5_bL2_sL0,1
2009-12-24,2012-12-26,0.047458040015905034,0.31286082229757,0.2638115814186387,0.1028776274728247,0.6346074715938919,0.18609403934920826,-0.05541958745691966,False,3,EMA_N150_th5_bL2_sL0,1
2010-06-28,2013-06-27,0.19315083377684816,0.8879599821679494,0.24432272985026837,0.16869601747869378,0.9844529526755283,0.18609403934920812,0.02445481629815438,True,3,EMA_N150_th5_bL2_sL0,1
2010-12-27,2013-12-26,0.23840584351992278,1.03475864112019,0.24432272985026843,0.15946732100934313,0.9821906044773536,0.18609403934920812,0.07893852251057965,True,3,EMA_N150_th5_bL2_sL0,1
2011-06-27,2014-06-27,0.277418601728894,1.2143236719854273,0.2360038652099411,0.17697402094278591,1.1030082165577275,0.1836927506351847,0.10044458078610807,True,3,EMA_N150_th5_bL2_sL0,1
2011-12-23,2014-12-26,0.3952184009080639,1.5493557204297508,0.18814389461434644,0.20614476853452834,1.6833068658067296,0.09686971235172698,0.18907363237353558,True,3,EMA_N150_th5_bL2_sL0,1
2012-06-26,2015-06-29,0.36495660011036013,1.4839210868214163,0.14488787786824822,0.18308889166388775,1.530082697823417,0.07345078071669656,0.18186770844647238,True,3,EMA_N150_th5_bL2_sL0,1
2012-12-27,2015-12-28,0.22434277007996672,1.0198434232388838,0.21375795844526504,0.15480927321584348,1.1866434787749554,0.11941491863415796,0.06953349686412325,True,3,EMA_N150_th5_bL2_sL0,1
2013-06-28,2016-06-28,0.10187204135783046,0.5541784087199574,0.2868354658047432,0.10419160805742389,0.7969574131035633,0.1301816569841239,-0.002319566699593434,False,3,EMA_N150_th5_bL2_sL0,1
2013-12-27,2016-12-27,0.08080275482780586,0.47717543564481857,0.2868354658047431,0.09387608525612334,0.7386410173561695,0.13018165698412396,-0.013073330428317487,False,3,EMA_N150_th5_bL2_sL0,1
2014-06-30,2017-06-28,0.0884694804908368,0.5256253842393138,0.28683546580474323,0.09782906274150527,0.7828528200101873,0.13018165698412393,-0.009359582250668463,False,3,EMA_N150_th5_bL2_sL0,1
2014-12-29,2017-12-27,0.10974161064485544,0.6714232741645975,0.2868354658047432,0.10847476035404835,0.9005335108615838,0.1301816569841239,0.0012668502908070867,True,3,EMA_N150_th5_bL2_sL0,1
2015-06-30,2018-06-28,0.12303743309264359,0.6842469982698206,0.2846520291816396,0.11817573246846158,0.9218142722529249,0.13018165698412412,0.004861700624182008,True,3,EMA_N150_th5_bL2_sL0,1
