asset,entry_date,entry_price,exit_date,exit_price,hold_days,direction,notional,gross_pnl_pct,gross_pnl_brl,tax_brl,net_pnl_brl,cumulative_equity_brl
LETF_3x,1970-08-21T00:00:00,1.0,1971-06-18T00:00:00,2.3589674429037473,301,long,100000.0,1.3589674429037473,135896.7442903747,20384.511643556205,115512.2326468185,215512.2326468185
LETF_3x,1971-06-29T00:00:00,1.0,1971-07-26T00:00:00,1.0396235667603904,27,long,100000.0,0.03962356676039036,3962.356676039036,594.3535014058554,3368.0031746331806,218880.2358214517
LETF_3x,1971-08-16T00:00:00,1.0,1971-09-24T00:00:00,1.088667410131324,39,long,100000.0,0.08866741013132406,8866.741013132407,1330.011151969861,7536.729861162546,226416.96568261425
LETF_3x,1971-09-30T00:00:00,1.0,1971-10-14T00:00:00,1.0118365402831413,14,long,100000.0,0.011836540283141295,1183.6540283141294,177.5481042471194,1006.1059240670099,227423.07160668125
LETF_3x,1971-12-02T00:00:00,1.0,1972-05-08T00:00:00,1.434011764992007,158,long,100000.0,0.434011764992007,43401.1764992007,6510.176474880105,36891.000024320594,264314.07163100183
LETF_3x,1972-05-10T00:00:00,1.0,1972-06-28T00:00:00,1.0592379227376028,49,long,100000.0,0.059237922737602755,5923.792273760276,888.5688410640413,5035.223432696234,269349.2950636981
LETF_3x,1972-06-30T00:00:00,1.0,1972-07-11T00:00:00,1.0156818496421454,11,long,100000.0,0.015681849642145362,1568.1849642145362,235.22774463218042,1332.9572195823557,270682.2522832804
LETF_3x,1972-07-24T00:00:00,1.0,1972-07-26T00:00:00,1.0214345017913926,2,long,100000.0,0.021434501791392613,2143.4501791392613,321.5175268708892,1821.932652268372,272504.1849355488
LETF_3x,1972-08-01T00:00:00,1.0,1972-09-11T00:00:00,1.0557926565481468,41,long,100000.0,0.0557926565481468,5579.265654814681,836.8898482222021,4742.3758065924785,277246.5607421413
LETF_3x,1972-09-27T00:00:00,1.0,1972-10-04T00:00:00,1.0502939223729566,7,long,100000.0,0.0502939223729566,5029.39223729566,754.4088355943491,4274.983401701311,281521.5441438426
LETF_3x,1972-10-06T00:00:00,1.0,1972-10-11T00:00:00,1.0167731934349364,5,long,100000.0,0.01677319343493644,1677.319343493644,251.5979015240466,1425.7214419695974,282947.2655858122
LETF_3x,1972-10-23T00:00:00,1.0,1973-01-29T00:00:00,1.1623407616773946,98,long,100000.0,0.16234076167739464,16234.076167739464,2435.1114251609197,13798.964742578544,296746.2303283908
LETF_3x,1973-01-31T00:00:00,1.0,1973-01-31T00:00:00,1.0041603174603175,0,long,100000.0,0.004160317460317531,416.0317460317531,62.40476190476296,353.6269841269901,297099.85731251776
LETF_3x,1973-02-12T00:00:00,1.0,1973-02-13T00:00:00,1.048419041733434,1,long,100000.0,0.04841904173343403,4841.904173343403,726.2856260015104,4115.618547341893,301215.47585985967
LETF_3x,1973-07-23T00:00:00,1.0,1973-07-31T00:00:00,1.0314957630250465,8,long,100000.0,0.03149576302504653,3149.576302504653,472.43644537569793,2677.139857128955,303892.6157169886
LETF_3x,1973-09-06T00:00:00,1.0,1973-09-06T00:00:00,1.0155603174603174,0,long,100000.0,0.015560317460317385,1556.0317460317385,233.40476190476076,1322.6269841269777,305215.2427011156
LETF_3x,1973-09-19T00:00:00,1.0,1973-11-02T00:00:00,1.1083910927860867,44,long,100000.0,0.10839109278608672,10839.109278608672,1625.8663917913007,9213.242886817372,314428.485587933
LETF_3x,1973-11-08T00:00:00,1.0,1973-11-08T00:00:00,1.0332603174603174,0,long,100000.0,0.033260317460317435,3326.0317460317433,498.9047619047615,2827.126984126982,317255.61257205997
LETF_3x,1974-03-05T00:00:00,1.0,1974-03-26T00:00:00,1.0661490466169856,21,long,100000.0,0.06614904661698562,6614.9046616985615,992.2356992547842,5622.668962443778,322878.28153450374
LETF_3x,1974-11-05T00:00:00,1.0,1974-11-11T00:00:00,1.104948555832119,6,long,100000.0,0.10494855583211904,10494.855583211904,1574.2283374817855,8920.627245730118,331798.9087802339
LETF_3x,1975-01-06T00:00:00,1.0,1975-01-07T00:00:00,1.0251415064953389,1,long,100000.0,0.02514150649533886,2514.1506495338863,377.1225974300829,2137.0280521038035,333935.9368323377
LETF_3x,1975-01-09T00:00:00,1.0,1975-08-01T00:00:00,2.1536479356840053,204,long,100000.0,1.1536479356840053,115364.79356840052,17304.719035260077,98060.07453314045,431996.01136547816
LETF_3x,1975-10-06T00:00:00,1.0,1975-12-02T00:00:00,1.1321150434751983,57,long,100000.0,0.1321150434751983,13211.50434751983,1981.7256521279746,11229.778695391857,443225.79006087
LETF_3x,1975-12-16T00:00:00,1.0,1976-08-23T00:00:00,1.7015301084530026,251,long,100000.0,0.7015301084530026,70153.01084530026,10522.951626795038,59630.05921850522,502855.8492793752
LETF_3x,1976-08-25T00:00:00,1.0,1976-10-07T00:00:00,1.0710419115652978,43,long,100000.0,0.07104191156529782,7104.191156529782,1065.6286734794674,6038.562483050315,508894.41176242556
LETF_3x,1976-10-29T00:00:00,1.0,1976-11-01T00:00:00,1.0439911484001008,3,long,100000.0,0.043991148400100766,4399.1148400100765,659.8672260015114,3739.247614008565,512633.6593764341
LETF_3x,1976-11-04T00:00:00,1.0,1976-11-04T00:00:00,1.0236603174603174,0,long,100000.0,0.02366031746031738,2366.0317460317383,354.90476190476073,2011.1269841269775,514644.7863605611
LETF_3x,1976-11-18T00:00:00,1.0,1977-02-10T00:00:00,1.1094509140837399,84,long,100000.0,0.10945091408373986,10945.091408373986,1641.7637112560978,9303.32769711789,523948.11405767896
LETF_3x,1977-02-14T00:00:00,1.0,1977-02-17T00:00:00,1.0195115789185325,3,long,100000.0,0.0195115789185325,1951.1578918532502,292.67368377798755,1658.4842080752628,525606.5982657542
LETF_3x,1977-03-01T00:00:00,1.0,1977-03-01T00:00:00,1.0260603174603176,0,long,100000.0,0.02606031746031756,2606.031746031756,390.9047619047634,2215.1269841269927,527821.7252498812
LETF_3x,1977-03-03T00:00:00,1.0,1977-03-08T00:00:00,1.0193155224234896,5,long,100000.0,0.01931552242348955,1931.5522423489551,289.73283635234327,1641.8194059966117,529463.5446558777
LETF_3x,1977-03-10T00:00:00,1.0,1977-03-22T00:00:00,1.029841492501224,12,long,100000.0,0.029841492501224032,2984.1492501224034,447.6223875183605,2536.526862604043,532000.0715184818
LETF_3x,1977-04-12T00:00:00,1.0,1977-04-20T00:00:00,1.0558790310603454,8,long,100000.0,0.05587903106034542,5587.903106034541,838.1854659051812,4749.71764012936,536749.7891586112
LETF_3x,1977-05-03T00:00:00,1.0,1977-05-20T00:00:00,1.0429047463866705,17,long,100000.0,0.04290474638667052,4290.474638667052,643.5711958000578,3646.9034428669943,540396.6926014782
LETF_3x,1977-06-08T00:00:00,1.0,1977-08-02T00:00:00,1.0540064512876295,55,long,100000.0,0.05400645128762949,5400.645128762949,810.0967693144423,4590.548359448507,544987.2409609267
LETF_3x,1977-08-04T00:00:00,1.0,1977-08-05T00:00:00,1.016133763638196,1,long,100000.0,0.016133763638195964,1613.3763638195965,242.00645457293945,1371.369909246657,546358.6108701734
LETF_3x,1977-08-10T00:00:00,1.0,1977-08-11T00:00:00,1.0055834384001008,1,long,100000.0,0.005583438400100782,558.3438400100782,83.75157600151174,474.5922640085665,546833.203134182
LETF_3x,1977-08-15T00:00:00,1.0,1977-08-15T00:00:00,1.0068603174603175,0,long,100000.0,0.0068603174603174555,686.0317460317456,102.90476190476183,583.1269841269838,547416.330118309
LETF_3x,1977-09-06T00:00:00,1.0,1977-09-07T00:00:00,1.0140679569715294,1,long,100000.0,0.014067956971529405,1406.7956971529404,211.01935457294107,1195.7763425799994,548612.106460889
LETF_3x,1977-11-10T00:00:00,1.0,1977-12-05T00:00:00,1.0882944907144594,25,long,100000.0,0.08829449071445938,8829.449071445939,1324.4173607168907,7505.031710729048,556117.138171618
LETF_3x,1977-12-09T00:00:00,1.0,1977-12-15T00:00:00,1.0209749294517205,6,long,100000.0,0.020974929451720525,2097.4929451720527,314.6239417758079,1782.8690033962448,557900.0071750142
LETF_3x,1977-12-22T00:00:00,1.0,1978-01-03T00:00:00,1.0250564430974605,12,long,100000.0,0.025056443097460468,2505.644309746047,375.846646461907,2129.79766328414,560029.8048382984
LETF_3x,1978-03-16T00:00:00,1.0,1978-03-23T00:00:00,1.0160550379621223,7,long,100000.0,0.016055037962122265,1605.5037962122265,240.82556943183397,1364.6782267803924,561394.4830650787
