regime,entry_date,exit_date,bars_held,pure_entry_equity,pure_exit_equity,pure_net_pnl_pct,tax15_entry_equity,tax15_exit_equity,tax15_tax_paid,tax15_net_pnl_pct
+1 long,2010-01-29,2010-05-20,77,1.0,0.9953484079974666,-0.0046515920025334,1.0,0.9953484079974666,0.0,-0.0046515920025334
-1 short/cash,2010-05-20,2010-09-20,84,0.9953484079974666,0.9938553853854704,-0.0015000000000000568,0.9953484079974666,0.9938553853854704,0.0,-0.0015000000000000568
+1 long,2010-09-20,2011-08-02,219,0.9938553853854704,1.2023070202349362,0.20974040883082523,0.9938553853854704,1.1708156575458046,0.031538670695174374,0.17805434750620153
-1 short/cash,2011-08-02,2011-10-27,61,1.2023070202349362,1.200503559704584,-0.0014999999999999458,1.1708156575458046,1.169059434059486,0.0,-0.0014999999999999458
+1 long,2011-10-27,2011-11-01,3,1.200503559704584,1.0941851213883436,-0.0885615352464284,1.169059434059486,1.065525735784857,0.0,-0.08856153524642851
-1 short/cash,2011-11-01,2011-12-07,25,1.0941851213883436,1.0925438437062611,-0.0014999999999999458,1.065525735784857,1.0639274471811797,0.0,-0.0015000000000000568
+1 long,2011-12-07,2011-12-19,8,1.0925438437062611,0.9953811146365332,-0.08893256744747247,1.0639274471811797,0.9693096477255221,0.0,-0.08893256744747258
-1 short/cash,2011-12-19,2011-12-22,3,0.9953811146365332,0.9938880429645784,-0.0014999999999999458,0.9693096477255221,0.9678556832539338,0.0,-0.0015000000000000568
+1 long,2011-12-22,2012-06-01,110,0.9938880429645784,1.034307327858659,0.04066784501553866,0.9678556832539338,1.0010944299105837,0.00613105484960339,0.03434266826320753
-1 short/cash,2012-06-01,2012-06-15,10,1.034307327858659,1.032755866866871,-0.0014999999999999458,1.0010944299105837,0.9995927882657178,0.0,-0.0015000000000000568
+1 long,2012-06-15,2014-10-13,584,1.032755866866871,2.083585980543617,1.0175009868157012,0.9995927882657178,1.8638915310914494,0.15301743179618785,0.8646508387933451
-1 short/cash,2014-10-13,2014-10-24,9,2.083585980543617,2.0804606015728018,-0.0015000000000000568,1.8638915310914494,1.8610956937948122,0.0,-0.0015000000000000568
+1 long,2014-10-24,2015-08-21,207,2.0804606015728018,2.1182511561614032,0.018164513454391962,1.8610956937948122,1.8894119603680792,0.005497878013601431,0.01521483643623367
-1 short/cash,2015-08-21,2015-10-28,47,2.1182511561614032,2.1150737794271612,-0.0014999999999999458,1.8894119603680792,1.886577842427527,0.0,-0.0015000000000000568
+1 long,2015-10-28,2016-01-06,47,2.1150737794271612,1.9208982442364557,-0.09180556114846039,1.886577842427527,1.7133795049532152,0.0,-0.09180556114846095
-1 short/cash,2016-01-06,2016-03-11,45,1.9208982442364557,1.918016896870101,-0.0015000000000000568,1.7133795049532152,1.7108094356957855,0.0,-0.0014999999999999458
+1 long,2016-03-11,2018-10-24,661,1.918016896870101,3.328313058451942,0.7352887056851378,1.7108094356957855,2.7796725308724257,0.1893598001702879,0.6247703998323659
-1 short/cash,2018-10-24,2019-02-20,79,3.328313058451942,3.3233205888642643,-0.0014999999999999458,2.7796725308724257,2.775503022076117,0.0,-0.0015000000000000568
+1 long,2019-02-20,2020-02-27,257,3.3233205888642643,3.729083265301838,0.12209555641342495,2.775503022076117,3.062923631832549,0.05153327596504396,0.10355622295141198
-1 short/cash,2020-02-27,2020-06-02,66,3.729083265301838,3.7234896404038853,-0.0014999999999999458,3.062923631832549,3.0583292463848,0.0,-0.0014999999999999458
+1 long,2020-06-02,2022-01-21,414,3.7234896404038853,7.429920259922641,0.9954185394528774,3.0583292463848,5.645311109166381,0.45802280302533055,0.8458807585349448
-1 short/cash,2022-01-21,2022-03-29,46,7.429920259922641,7.4187753795327565,-0.0015000000000000568,5.645311109166381,5.636843142502632,0.0,-0.0014999999999999458
+1 long,2022-03-29,2022-04-12,10,7.4187753795327565,6.665153251214616,-0.1015830901683944,5.636843142502632,5.0642351972926924,0.0,-0.10158309016839417
-1 short/cash,2022-04-12,2022-08-12,84,6.665153251214616,6.655155521337794,-0.0015000000000000568,5.0642351972926924,5.056638844496754,0.0,-0.0014999999999999458
+1 long,2022-08-12,2022-08-26,10,6.655155521337794,5.963079382234831,-0.10399097915653888,5.056638844496754,4.530794019816546,0.0,-0.1039909791565391
-1 short/cash,2022-08-26,2022-11-22,61,5.963079382234831,5.954134763161479,-0.0014999999999999458,4.530794019816546,4.523997828786821,0.0,-0.0015000000000000568
+1 long,2022-11-22,2022-12-19,18,5.954134763161479,5.379283467700525,-0.09654657113533727,4.523997828786821,4.087221350593743,0.0,-0.09654657113533727
-1 short/cash,2022-12-19,2023-01-11,15,5.379283467700525,5.371214542498974,-0.0014999999999999458,4.087221350593743,4.081090518567852,0.0,-0.0014999999999999458
+1 long,2023-01-11,2023-10-25,198,5.371214542498974,5.728467704604706,0.06651254744695412,4.081090518567852,4.310899440939999,0.04169735040501905,0.0563106653299108
-1 short/cash,2023-10-25,2023-11-10,12,5.728467704604706,5.719875003047799,-0.0014999999999999458,4.310899440939999,4.30443309177859,0.0,-0.0014999999999999458
+1 long,2023-11-10,2025-03-10,330,5.719875003047799,8.572149500993719,0.4986602847835142,4.30443309177859,6.127946951004155,0.3234211038080473,0.4236362420659885
-1 short/cash,2025-03-10,2025-05-15,47,8.572149500993719,8.55929127674223,-0.0014999999999999458,6.127946951004155,6.118755030577649,0.0,-0.0014999999999999458
+1 long,2025-05-15,2026-03-20,212,8.55929127674223,9.939919464713608,0.16130169465349264,6.118755030577649,6.956299032957264,0.1496460222555271,0.1368814404554688
-1 short/cash,2026-03-20,2026-04-13,15,9.939919464713608,9.925009585516538,-0.0014999999999999458,6.956299032957264,6.945864584407828,0.0,-0.0014999999999999458
+1 long,2026-04-13,2026-04-20,5,9.925009585516538,10.578288264382596,0.06582146578673154,6.945864584407828,7.403051572509699,0.0,0.06582146578673154
