base_rank,base_cfg_id,indicator,lambda_de_lever,cagr,sharpe,max_drawdown,calmar,sortino,volatility,n_switches,mean_position,delta_cagr,delta_mdd,effectiveness
5,EMA_N100_th5_bL2_sL0,vix,0.0,0.18554558495177997,0.8228512311521098,0.4762523148182948,0.3895951351387582,1.1559614097382118,0.24296736284606194,32,1.0,0.0,0.0,0.0
5,EMA_N100_th5_bL2_sL0,vix,0.3,0.17106080466462625,0.8165893237246009,0.4550579566851578,0.3759099300465118,1.1447037157316182,0.22440608738382836,32,0.9572199187456444,-0.01448478028715372,0.02119435813313697,1.4632157142165179
5,EMA_N100_th5_bL2_sL0,vix,0.5,0.1608794910459379,0.8058173987303412,0.44060061668927303,0.3651367813663224,1.1282432471857495,0.21360756965557456,32,0.9286998645760738,-0.024666093905842068,0.03565169812902175,1.44537267494055
5,EMA_N100_th5_bL2_sL0,vix,0.7,0.15029538411400734,0.7880802896906661,0.42588011946247717,0.3529053769960007,1.1024529740577262,0.20430631146058156,32,0.9001798104065034,-0.03525020083777264,0.050372195355817606,1.428990308101759
5,EMA_N100_th5_bL2_sL0,composite,0.0,0.18554558495177997,0.8228512311521098,0.4762523148182948,0.3895951351387582,1.1559614097382118,0.24296736284606194,32,1.0,0.0,0.0,0.0
5,EMA_N100_th5_bL2_sL0,composite,0.3,0.17213011602032302,0.8256679877171345,0.443114725668019,0.38845496673762697,1.158480750926342,0.2225421575220438,32,0.9318231353964944,-0.013415468931456953,0.03313758915027576,2.470102932635761
5,EMA_N100_th5_bL2_sL0,composite,0.5,0.16277451983399116,0.8243176312679863,0.4200406210085959,0.3875209008193997,1.1555425822980463,0.20982109724856154,32,0.8863718923274907,-0.022771065117788813,0.05621169380969887,2.468557949262819
5,EMA_N100_th5_bL2_sL0,composite,0.7,0.15310123734010173,0.8191400786805701,0.39615523151074294,0.3864677913156624,1.1472053903282429,0.1979789886800949,32,0.8409206492584869,-0.03244434761167825,0.08009708330755183,2.4687530865536997
6,SMA_N150_th5_bL3_sL0,ebp,0.0,0.2567977175414138,0.8039044407111787,0.6203411224075822,0.4139621061147228,1.1246475526909687,0.37093851518698007,31,1.0,0.0,0.0,0.0
6,SMA_N150_th5_bL3_sL0,ebp,0.3,0.2572266412703055,0.8258607397353691,0.5678567566557119,0.45297804112641815,1.1547161087879831,0.35393592779942906,31,0.9677314566418271,0.0004289237288916947,0.05248436575187032,52.48436575187032
6,SMA_N150_th5_bL3_sL0,ebp,0.5,0.25663595148624596,0.8379752477305968,0.5557381704203509,0.46179291822285823,1.1713824452942523,0.3441273867855675,31,0.9462190944030452,-0.0001617660551678224,0.06460295198723132,64.60295198723132
6,SMA_N150_th5_bL3_sL0,ebp,0.7,0.25534913792893343,0.8473836881865572,0.5434955726163155,0.4698274480870499,1.1844320870315128,0.3356669253834587,31,0.9247067321642634,-0.0014485796124803496,0.07684554979126668,53.048896401135224
6,SMA_N150_th5_bL3_sL0,term_spread,0.0,0.2567977175414138,0.8039044407111787,0.6203411224075822,0.4139621061147228,1.1246475526909687,0.37093851518698007,31,1.0,0.0,0.0,0.0
6,SMA_N150_th5_bL3_sL0,term_spread,0.3,0.2296494062689951,0.7846496389094163,0.5879081419362296,0.3906212380605288,1.0979656144165775,0.3362643172592459,31,0.9013509235024894,-0.02714831127241868,0.03243298047135257,1.194659223769209
6,SMA_N150_th5_bL3_sL0,term_spread,0.5,0.2100548734035954,0.763362427154165,0.5677018176381696,0.37000916128381317,1.0684150977718667,0.3156430509220894,31,0.8355848725041488,-0.04674284413781837,0.05263930476941259,1.126146809000515
6,SMA_N150_th5_bL3_sL0,term_spread,0.7,0.1893520625773577,0.732922530436731,0.5489287769106526,0.3449483257974248,1.0261026353438445,0.29750813593756564,31,0.7698188215058083,-0.06744565496405608,0.07141234549692965,1.058813136813447
6,SMA_N150_th5_bL3_sL0,cape,0.0,0.2567977175414138,0.8039044407111787,0.6203411224075822,0.4139621061147228,1.1246475526909687,0.37093851518698007,31,1.0,0.0,0.0,0.0
6,SMA_N150_th5_bL3_sL0,cape,0.3,0.2422829256186454,0.8249942361765094,0.5303292699692606,0.4568537686646804,1.1556296567565003,0.329436106493663,31,0.9075076399956767,-0.014514791922768389,0.09001185243832166,6.20138772345238
