rank,cfg_id,filter,lookback,threshold_pct,buy_leverage,sell_leverage,buy_ticker,pure_cagr,pure_sharpe,pure_max_drawdown,pure_calmar,pure_sortino,pure_volatility,pure_n_switches,tax15_cagr,tax15_sharpe,tax15_max_drawdown,tax15_calmar,tax15_sortino,tax15_volatility,tax15_n_switches,tax_drag_cagr,composite_pure,g1_pbo,g2_dsr,g3_walk_forward,g4_oos_sharpe,g5_fwd_stress,g6_bootstrap_ci,g7_cross_lib,gates_passed
69,SMA_N50_th0_bL2_sL0,SMA,50,0.0,2.0,0.0,SSO,0.08326515930338041,0.4843854594135251,0.43724537813528597,0.19043119371205278,0.6575690505759372,0.21170347681437224,284,0.04894753091005022,0.3290234925128363,0.4471741217551182,0.10945966801016024,0.43562105055588274,0.2185719131064455,284,0.03431762839333019,0.8161458333333333,True,False,False,True,True,False,True,4
70,EMA_N50_th5_bL1_sL0,EMA,50,0.05,1.0,0.0,SPY,0.05612991719357785,0.5564546397314598,0.24944679277465365,0.22501759421009973,0.7593950411939325,0.10880322780853813,19,0.04695143416217751,0.4653421506339447,0.28601662816378104,0.16415630959502053,0.6195061665262488,0.11219634381603744,19,0.009178483031400342,0.8140625,True,False,False,True,True,False,True,4
71,EMA_N150_th5_bL2_sL-1,EMA,150,0.05,2.0,-1.0,SSO,0.08819093431001024,0.4506542559646967,0.5168535990127588,0.17063039607049962,0.6112058816715401,0.26784277092284703,15,0.07072030326222678,0.38855916323797457,0.5420162436578537,0.13047635396489848,0.5189816460419096,0.27300047100297886,15,0.017470631047783458,0.8078125000000002,True,False,False,True,True,False,True,4
72,EMA_N50_th5_bL3_sL0,EMA,50,0.05,3.0,0.0,UPRO,0.10439781558013372,0.4700075678811949,0.5916265049506046,0.176458990100266,0.6386874804457686,0.3249344761848476,19,0.08685521904181925,0.4199803041845671,0.6309259522142808,0.13766309459453127,0.5639698489781939,0.32970296755264245,19,0.01754259653831447,0.8057291666666667,True,False,False,True,True,False,False,3
73,SMA_N150_th2_bL2_sL-1,SMA,150,0.02,2.0,-1.0,SSO,0.08678982953934833,0.4497762128424696,0.5002838593674732,0.17348117056800477,0.6165682118739944,0.2615164418198942,34,0.06391487115434358,0.3667284010171327,0.5377328663209477,0.11885989337351711,0.49390659772861106,0.26711443847886024,34,0.02287495838500475,0.8046875,True,False,False,True,True,False,True,4
74,SMA_N100_th0_bL3_sL-1,SMA,100,0.0,3.0,-1.0,UPRO,0.10410181271374164,0.45844122065622006,0.5890882201668441,0.17671684673011703,0.6246738103454517,0.3547268946134784,172,0.06005701703026167,0.3447950310104862,0.6256178837656916,0.09599632393621665,0.46137004177794916,0.36276977998957083,172,0.044044795683479965,0.8041666666666667,True,False,False,True,True,False,False,3
75,EMA_N50_th0_bL1_sL0,EMA,50,0.0,1.0,0.0,SPY,0.051604128633047086,0.5123699461290362,0.2718365974435329,0.1898351035819102,0.6943865253897975,0.11005361949329415,298,0.030241394294066026,0.31788801262090116,0.28574394259453145,0.10583389456825107,0.4181658305761262,0.11440617687036748,298,0.02136273433898106,0.803125,True,False,False,True,True,False,True,4
76,EMA_N200_th2_bL3_sL0,EMA,200,0.02,3.0,0.0,UPRO,0.11396861412387138,0.4817540383840422,0.6484491207909435,0.17575567684455887,0.6482018879941903,0.36133862316385224,42,0.08535169635741124,0.40987878357211033,0.6805864929604103,0.12540903652987445,0.5430331100796876,0.3686433188344129,42,0.028616917766460137,0.8020833333333334,True,False,False,True,True,False,False,3
77,SMA_N200_th0_bL3_sL-1,SMA,200,0.0,3.0,-1.0,UPRO,0.11412583572794821,0.47991995664697407,0.6499545085804372,0.17559049782916336,0.6526170772904449,0.36735866056016087,90,0.07928842980175577,0.3938393485869156,0.6656988413863182,0.1191055547530135,0.5269084811475201,0.37484859166816037,90,0.034837405926192444,0.8005208333333333,True,False,False,True,True,False,False,3
78,SMA_N150_th10_bL1_sL0,SMA,150,0.1,1.0,0.0,SPY,0.056677790135934325,0.5004979905529453,0.32047103338022476,0.17685776320597632,0.675239857730914,0.12610484064796715,11,0.048409718920180644,0.4305399277395016,0.3733978521277413,0.12964648469273848,0.5693708545936237,0.12939119773321575,11,0.00826807121575368,0.7979166666666667,True,False,False,True,True,False,True,4
79,EMA_N100_th5_bL3_sL-1,EMA,100,0.05,3.0,-1.0,UPRO,0.12437542198326756,0.5032851406335204,0.7107548334064958,0.17499061017589257,0.6860351044465818,0.37182227022855635,18,0.09963183434786327,0.44317946923338947,0.7360982860011156,0.135351265235404,0.5964196188008594,0.37765422486637346,18,0.024743587635404296,0.7973958333333333,True,False,False,True,True,False,False,3
80,SMA_N200_th2_bL3_sL-1,SMA,200,0.02,3.0,-1.0,UPRO,0.11817923491485627,0.4886407093301229,0.6897438799209678,0.17133785214360653,0.6615382995712745,0.3733744944380202,26,0.09035750603566228,0.4212614531180929,0.7195647741864032,0.1255724422277725,0.5630119218959471,0.37946304225980954,26,0.027821728879193985,0.7958333333333334,True,False,False,True,True,False,False,3
81,EMA_N150_th2_bL3_sL-1,EMA,150,0.02,3.0,-1.0,UPRO,0.124733003499093,0.5036049786197158,0.760466152129421,0.1640217689502966,0.6866857487425339,0.3731519813901457,39,0.09394396666206273,0.42908930438120624,0.7846248908457553,0.1197310558944919,0.5765674384000388,0.3798866834422948,39,0.03078903683703027,0.7885416666666667,True,False,False,True,True,False,False,3
82,EMA_N200_th10_bL1_sL0,EMA,200,0.1,1.0,0.0,SPY,0.053873497876701926,0.4691119835523047,0.35341702293913374,0.1524360581974008,0.6289641847789226,0.12993733886657716,10,0.046343776215213905,0.407749690139729,0.40140540279384557,0.11545379283052455,0.5372863766238959,0.13294077814253438,10,0.00752972166148802,0.7833333333333334,True,False,False,True,True,False,True,4
83,EMA_N100_th0_bL3_sL-1,EMA,100,0.0,3.0,-1.0,UPRO,0.09978388758012624,0.44613944404493733,0.648942995893552,0.15376371763244068,0.6057367127124261,0.36034739540695404,176,0.05347144359050504,0.3286546664675679,0.6951034175327865,0.0769258821662791,0.43757076702916975,0.3693325664633527,176,0.0463124439896212,0.7828125,True,False,False,True,True,False,False,3
84,SMA_N150_th5_bL3_sL-1,SMA,150,0.05,3.0,-1.0,UPRO,0.10391845619980722,0.45411879140275185,0.6741764506509217,0.1541413321386015,0.6139967941695545,0.3742325152530178,17,0.08169467969887778,0.40022545878262955,0.6967302781719373,0.11725438416890126,0.5349792423580121,0.3796389044421605,17,0.022223776500929437,0.7807291666666668,True,False,False,True,True,False,False,3
85,SMA_N150_th10_bL2_sL0,SMA,150,0.1,2.0,0.0,SSO,0.07955591438768495,0.4317302249617798,0.5575336035300821,0.14269259087518382,0.5805880492212367,0.25116211100951724,11,0.06805958835901538,0.3876122690148033,0.6046639242469568,0.11255771285475018,0.5156551394522553,0.2546627486345602,11,0.011496326028669568,0.7791666666666667,True,False,False,True,True,False,True,4
86,EMA_N200_th5_bL3_sL-1,EMA,200,0.05,3.0,-1.0,UPRO,0.0997120023503546,0.44193888282278,0.6558929571531569,0.15202481024212455,0.5957078233631886,0.3897423243243395,14,0.07969504189311416,0.39581869130136754,0.6764609467278457,0.11781174106001588,0.5273587517115003,0.3955513780069273,14,0.02001696045724044,0.7770833333333333,True,False,False,True,True,False,False,3
87,SMA_N200_th10_bL1_sL0,SMA,200,0.1,1.0,0.0,SPY,0.051170916638699104,0.45009954413314296,0.3869334958073512,0.13224731689855146,0.6001590292887501,0.12967179234226964,10,0.04304485625334786,0.38412168917490663,0.4332636073613202,0.09935026972494046,0.5028684887446667,0.1329341742737086,10,0.008126060385351241,0.7744791666666667,True,False,False,True,True,False,True,4
88,SMA_N150_th0_bL3_sL-1,SMA,150,0.0,3.0,-1.0,UPRO,0.10972759905522311,0.4703648835100329,0.7250595173530026,0.15133598887965652,0.6379655964949495,0.36321438251951477,124,0.07164088668445756,0.3746744991351484,0.7514668886544908,0.09533472168378743,0.5010177904131682,0.3697282780218877,124,0.03808671237076555,0.7739583333333334,True,False,False,True,True,False,False,3
89,SMA_N50_th0_bL1_sL0,SMA,50,0.0,1.0,0.0,SPY,0.04255563988391575,0.44184124711851797,0.2689848813261356,0.1582082965931397,0.5989266520145099,0.10740737333371386,284,0.023576914347159805,0.2648367395578556,0.27811653625300964,0.08477350777053864,0.3484672855271204,0.11162788758724872,284,0.018978725536755947,0.7723958333333334,True,False,False,True,True,False,True,4
90,EMA_N100_th5_bL2_sL-1,EMA,100,0.05,2.0,-1.0,SSO,0.07933238847529989,0.42187062169918704,0.5820595248219148,0.13629600597906577,0.5757989473030761,0.2642505221976644,18,0.05979951633969938,0.35164001459619537,0.6113284959594975,0.09781895778609556,0.4725165419564365,0.26929665917493606,18,0.01953287213560051,0.7697916666666668,True,False,False,True,True,False,True,4
91,EMA_N150_th10_bL1_sL0,EMA,150,0.1,1.0,0.0,SPY,0.041440316641588426,0.412895349642104,0.23171425916880994,0.17884232412040754,0.5537200122558928,0.1141999156026368,8,0.03556036514321925,0.3589217872230767,0.27643583467543315,0.12863876778121452,0.4746175481995214,0.11631488136150327,8,0.005879951498369174,0.76875,True,False,False,True,True,False,True,4
92,SMA_N100_th5_bL3_sL-1,SMA,100,0.05,3.0,-1.0,UPRO,0.08998658335436693,0.4214386030270075,0.6569736348329633,0.13697137690654235,0.569593956940308,0.3609173873878287,21,0.06683302278551206,0.3627500355937699,0.6873829893403819,0.09722821748854384,0.4842164467031939,0.36660893398532435,21,0.02315356056885487,0.7640625000000001,True,False,False,True,True,False,False,3
93,SMA_N200_th5_bL3_sL-1,SMA,200,0.05,3.0,-1.0,UPRO,0.09816640182199343,0.4394104451548474,0.6952745131601498,0.14119085334483095,0.5939011678053403,0.3794620672589094,14,0.07741699552188619,0.3900313912881307,0.7151530348716201,0.10825234844425098,0.5207320588560873,0.38535638820574397,14,0.020749406300107243,0.7625000000000001,True,False,False,True,True,False,False,3
94,SMA_N200_th2_bL2_sL-1,SMA,200,0.02,2.0,-1.0,SSO,0.0759930375557587,0.41015514169773626,0.5737775992989606,0.13244336768916515,0.5558467355596153,0.26476291752404596,26,0.054345330479251164,0.3326207091259591,0.6068432825724,0.08955414361494139,0.4438338388150152,0.26995620937865505,26,0.02164770707650754,0.7598958333333334,True,False,False,True,True,False,True,4
95,EMA_N100_th2_bL3_sL-1,EMA,100,0.02,3.0,-1.0,UPRO,0.08633836889470414,0.41139768647224717,0.6483569591130846,0.13316486802703578,0.560602038953217,0.36404294189053005,52,0.05577916750693501,0.33432361672976374,0.6836809883587707,0.08158654175953793,0.4491796093511307,0.3703774554305988,52,0.03055920138776913,0.7598958333333334,True,False,False,True,True,False,False,3
96,SMA_N200_th0_bL2_sL-1,SMA,200,0.0,2.0,-1.0,SSO,0.07089194574446367,0.3933122834548912,0.5407677627419804,0.13109499239563352,0.5351884348137264,0.2618955485305841,90,0.044625682777558406,0.29822120240131333,0.5559860005698283,0.08026404033882452,0.3983148428827339,0.26799950066727424,90,0.026266262966905263,0.7562500000000001,True,False,False,True,True,False,True,4
97,EMA_N150_th2_bL2_sL-1,EMA,150,0.02,2.0,-1.0,SSO,0.07795413931095663,0.416796212195281,0.6414588959733526,0.12152632039293597,0.5684021733754411,0.2646390830579406,39,0.054449743413637286,0.3325945914804793,0.6712122238434063,0.08112150148555758,0.4458836691367288,0.2702286072475418,39,0.02350439589731934,0.7510416666666667,True,False,False,True,True,False,True,4
98,SMA_N150_th10_bL3_sL0,SMA,150,0.1,3.0,0.0,UPRO,0.0909848570419336,0.4228774625513741,0.7216118085732861,0.12608559887874018,0.5689987893694395,0.37616409408472806,11,0.07766598246139012,0.390612554609489,0.755579492568411,0.10278995555766511,0.5218477624192815,0.3795843948896744,11,0.013318874580543483,0.75,True,False,False,True,True,False,False,3
99,EMA_N150_th10_bL2_sL0,EMA,150,0.1,2.0,0.0,SSO,0.05686749840223837,0.3580654197918872,0.4238547697937534,0.13416741406475133,0.47897365140652226,0.22751706270579788,8,0.04860477497344173,0.3228084967246224,0.47084311884044605,0.10322923502236074,0.4284490843505585,0.22984508938408274,8,0.008262723428796637,0.7473958333333335,True,False,False,True,True,False,True,4
100,EMA_N200_th10_bL2_sL0,EMA,200,0.1,2.0,0.0,SSO,0.07184972011758317,0.3990596065529243,0.6000957739432287,0.11973042177160946,0.533301206782968,0.25877690398961783,10,0.06178922683549071,0.361742167056542,0.640831791386894,0.09642035190196464,0.47898202888307956,0.261934440083399,10,0.010060493282092464,0.7432291666666666,True,False,False,True,True,False,True,4
101,EMA_N200_th5_bL2_sL-1,EMA,200,0.05,2.0,-1.0,SSO,0.06496114093723704,0.3681817151196792,0.5341131841764892,0.1216242977364357,0.495918790238712,0.2735972149869252,14,0.049054141450910915,0.31315138021572664,0.5564615509611786,0.08815369429600207,0.4156313050691418,0.2788022639851927,14,0.015906999486326123,0.7411458333333334,True,False,False,True,True,False,True,4
102,SMA_N150_th5_bL2_sL-1,SMA,150,0.05,2.0,-1.0,SSO,0.06326058359112441,0.3649720568580876,0.5549273248820453,0.11399796109260073,0.4936490990910332,0.2654185153443219,17,0.045802046567903654,0.30248184378378284,0.5794555501439967,0.07904324422558673,0.4034198042278686,0.2701438350932973,17,0.017458537023220755,0.7317708333333334,True,False,False,True,True,False,True,4
103,EMA_N150_th0_bL3_sL-1,EMA,150,0.0,3.0,-1.0,UPRO,0.0861009508819226,0.41036029162456317,0.7512559393921148,0.1146093446550212,0.5566385561964851,0.3691559032425242,146,0.04758889705951552,0.31453432665870446,0.7771122190138791,0.06123812738384647,0.4198990329723063,0.3766031746233056,146,0.03851205382240708,0.7281250000000001,True,False,False,True,True,False,False,3
104,SMA_N100_th0_bL2_sL-1,SMA,100,0.0,2.0,-1.0,SSO,0.05673980678511081,0.3444437340068786,0.4851780709939518,0.11694635470410229,0.46933066048508637,0.2557551410007831,172,0.025085158488823645,0.22668978691040198,0.5200740567061176,0.0482338200980456,0.3031519306001583,0.26172247147464495,172,0.03165464829628717,0.7276041666666667,True,False,False,True,True,False,True,4
105,EMA_N150_th10_bL3_sL0,EMA,150,0.1,3.0,0.0,UPRO,0.063299186546526,0.3534158979894446,0.5731332356506336,0.11044410376003995,0.4729371935911407,0.34071318018294705,8,0.05333290542617708,0.32616789107382554,0.6142324502717964,0.08682853763681388,0.43410003247633844,0.3431272473928436,8,0.009966281120348919,0.725,True,False,False,True,True,False,True,4
106,SMA_N200_th5_bL2_sL-1,SMA,200,0.05,2.0,-1.0,SSO,0.06206232293120495,0.3598778920357321,0.5769117069798995,0.10757681319399418,0.48648494169077217,0.267979932459871,14,0.04577664432584139,0.30223157928707656,0.598946478115545,0.07642860589124366,0.4024425458899359,0.27312289120236694,14,0.016285678605363563,0.7229166666666667,True,False,False,True,True,False,True,4
107,SMA_N200_th10_bL2_sL0,SMA,200,0.1,2.0,0.0,SSO,0.06661179053102328,0.38076886322101133,0.6479572587499083,0.1028027537796801,0.5060482659347285,0.25830660085111673,10,0.05534529506802088,0.33898487275867945,0.6844044664009025,0.08086635576630115,0.4459453490972297,0.26188356742662905,10,0.011266495463002402,0.721875,True,False,False,True,True,False,True,4
108,SMA_N150_th0_bL2_sL-1,SMA,150,0.0,2.0,-1.0,SSO,0.06493888562022243,0.3729031810499084,0.6157951927338128,0.10545533058146703,0.5062077187482635,0.2598755145687094,124,0.036590596075269266,0.26929536686859223,0.6444744683178493,0.05677586603356814,0.3598198477982243,0.2650560551475794,124,0.028348289544953165,0.721875,True,False,False,True,True,False,True,4
109,SMA_N50_th5_bL3_sL-1,SMA,50,0.05,3.0,-1.0,UPRO,0.07344697485951479,0.3786227198989751,0.7035774750547005,0.10439074226161742,0.5142208319464692,0.37011923717579864,29,0.04766512840517523,0.3145554845567921,0.7334813318719253,0.06498478738856046,0.4218645827597555,0.3759033391499099,29,0.025781846454339563,0.7125000000000001,True,False,False,True,True,False,False,3
110,EMA_N200_th0_bL3_sL-1,EMA,200,0.0,3.0,-1.0,UPRO,0.0743968540406148,0.380934260126832,0.720628047611984,0.10323890984697442,0.5161034477263441,0.3784724705630673,124,0.03901323393943712,0.29482934984614356,0.7527705295488891,0.05182619723810984,0.3936179418777412,0.3855066046720836,124,0.03538362010117768,0.7119791666666667,True,False,False,True,True,False,True,4
111,EMA_N100_th0_bL2_sL-1,EMA,100,0.0,2.0,-1.0,SSO,0.05465434364858979,0.33587411625301766,0.5484486973380048,0.09965260910248223,0.4558923772394906,0.25872328226120156,176,0.021196681795979666,0.21307262891428216,0.5930134066369404,0.03574401785650839,0.2833376760236713,0.26548021102385677,176,0.03345766185261012,0.7119791666666667,True,False,False,True,True,False,True,4
112,EMA_N150_th5_bL1_sL-1,EMA,150,0.05,1.0,-1.0,SPY,0.032448558001290095,0.2737639637583565,0.3797366189842119,0.08545016829846265,0.3725574230017851,0.16901389972418018,15,0.021378488198135592,0.2094526040106499,0.40133998282834404,0.05326777573337198,0.2806123423200556,0.17228018725703445,15,0.011070069803154503,0.7114583333333333,True,False,False,True,True,False,True,4
113,SMA_N100_th5_bL2_sL-1,SMA,100,0.05,2.0,-1.0,SSO,0.05155129210049436,0.32457236831459274,0.5354150435825202,0.09628286077947878,0.439612934968112,0.25863337728386365,21,0.03359424402240396,0.2584759502966889,0.5681602403852222,0.05912811498324223,0.3450478508969501,0.26336067476124814,21,0.0179570480780904,0.7104166666666667,True,False,False,False,True,False,True,3
114,SMA_N100_th2_bL3_sL-1,SMA,100,0.02,3.0,-1.0,UPRO,0.07294372199980037,0.37759855864230424,0.7057996639572927,0.10334904608882632,0.5119072466255186,0.3600782982730889,48,0.04285918080725026,0.30032702548778806,0.7347247093933367,0.05833365920500912,0.4017038447195638,0.3661709133102935,48,0.030084541192550107,0.7098958333333333,True,False,False,True,True,False,False,3
115,EMA_N100_th2_bL2_sL-1,EMA,100,0.02,2.0,-1.0,SSO,0.04829315064651074,0.312177842246452,0.5223884324973237,0.09244682240692256,0.42558059293997674,0.259968733232378,52,0.02521252749194658,0.22765423272049937,0.5611089065209337,0.044933393854453024,0.30541670747476357,0.26509692442116234,52,0.02308062315456416,0.7083333333333334,True,False,False,True,True,False,True,4
116,EMA_N200_th10_bL3_sL0,EMA,200,0.1,3.0,0.0,UPRO,0.07745123325703451,0.38997458842121846,0.7609253969558757,0.10178558051404575,0.5213866046178373,0.38765754403397845,10,0.066298024913094,0.3637751907712599,0.7890082722697118,0.08402703399088181,0.4835342560489736,0.39060506563599834,10,0.011153208343940513,0.7078125,True,False,False,True,True,False,False,3
117,SMA_N150_th2_bL1_sL-1,SMA,150,0.02,1.0,-1.0,SPY,0.029191392255220272,0.25486522783771787,0.3399500927432531,0.08586964051004697,0.3509055611208528,0.1691556446439889,34,0.014914914995026507,0.17242552375369266,0.36090494040696647,0.04132643620286282,0.2334997720096938,0.17245415968499966,34,0.014276477260193765,0.7057291666666666,True,False,False,True,True,False,True,4
118,EMA_N50_th0_bL3_sL-1,EMA,50,0.0,3.0,-1.0,UPRO,0.06448498981998019,0.3552712073020217,0.6729570715799142,0.09582333337933063,0.48505951951083076,0.35071576637552937,298,0.008775100841762029,0.2064379465933896,0.7380212199611255,0.011890038666129747,0.27622737762754845,0.3595036864622569,298,0.05570988897821816,0.6989583333333335,True,False,False,True,True,False,True,4
119,EMA_N50_th2_bL3_sL-1,EMA,50,0.02,3.0,-1.0,UPRO,0.06276743050566336,0.3506494976552657,0.6523470646128752,0.09621784769264145,0.4806629546264816,0.3582813107688715,74,0.028825987082641724,0.2624093586858784,0.678537291811529,0.04248253917729912,0.35451477007021126,0.36452795790235115,74,0.03394144342302163,0.6984375,True,False,False,True,True,False,False,3
120,SMA_N50_th10_bL1_sL0,SMA,50,0.1,1.0,0.0,SPY,0.014262525739306087,0.25763124927177766,0.21377374216813438,0.06671785596609205,0.3470889431884245,0.06260375946005349,2,0.012293500697795778,0.22264979702499643,0.2389936983636376,0.05143859767838217,0.2941695649895424,0.06419310289340094,2,0.0019690250415103083,0.6968750000000001,True,False,False,False,True,False,True,3
121,EMA_N100_th10_bL1_sL0,EMA,100,0.1,1.0,0.0,SPY,0.013262911417818879,0.25590844249808664,0.1765590326307176,0.07511884960062593,0.3454426668294689,0.05810417007269253,2,0.011418207989309925,0.2218640127118358,0.20135294554389815,0.0567074296254612,0.2955735374746595,0.05907348502374475,2,0.0018447034285089536,0.696875,True,False,False,True,True,False,True,4
122,SMA_N50_th10_bL2_sL0,SMA,50,0.1,2.0,0.0,SSO,0.022959500326160454,0.24498811508743262,0.40321816032547875,0.05694064053967084,0.3295542138823724,0.12476393545719838,2,0.019976485069853833,0.22024366205893706,0.43175363052562565,0.0462682503573486,0.29244491720799654,0.12684847967557372,2,0.0029830152563066203,0.6848958333333334,True,False,False,False,True,False,True,3
123,EMA_N100_th10_bL2_sL0,EMA,100,0.1,2.0,0.0,SSO,0.02161853162890215,0.24317838521187557,0.33831830392032997,0.06389997637843757,0.32770197966437425,0.11580007196289868,2,0.018784247098918128,0.21816912604226338,0.36845246800804243,0.050981466348891745,0.29149228862626897,0.1170515142400028,2,0.0028342845299840214,0.684375,True,False,False,True,True,False,True,4
124,SMA_N150_th2_bL3_sL-2,SMA,150,0.02,3.0,-2.0,UPRO,0.05856451744039104,0.3483494028576673,0.6879884496688361,0.08512427420632007,0.47809631137057557,0.4243170831510645,34,0.030737876249716356,0.2882102455533963,0.7172442060716034,0.042855523947791574,0.3909810541171714,0.43015170848073947,34,0.027826641190674684,0.6838541666666667,True,False,False,True,True,False,False,3
125,SMA_N50_th5_bL2_sL-1,SMA,50,0.05,2.0,-1.0,SSO,0.039334163154187474,0.2790047858442061,0.5708732263159216,0.06890174795554332,0.37913764086225726,0.263561735687701,29,0.019282828379760808,0.2065605879204668,0.6059084900846831,0.03182465453993853,0.27666043459312556,0.26829495720872776,29,0.020051334774426666,0.6828125,True,False,False,True,True,False,True,4
126,EMA_N150_th0_bL2_sL-1,EMA,150,0.0,2.0,-1.0,SSO,0.04679980204522738,0.30627378388808785,0.6343581972357079,0.07377504105592574,0.4151999751374385,0.26290375014309636,146,0.018145688848631547,0.20259464259192897,0.6798706257131213,0.026689914466591934,0.26979869502086107,0.26884519717099675,146,0.028654113196595832,0.6807291666666668,True,False,False,True,True,False,True,4
127,EMA_N100_th5_bL1_sL-1,EMA,100,0.05,1.0,-1.0,SPY,0.025483502018261106,0.23335934921013024,0.4039034614020342,0.06309305181441746,0.31999885251847054,0.16967344472410884,18,0.012936761633798755,0.16117746210922745,0.43023705763569886,0.03006891527403689,0.2176091691631282,0.17282059726456633,18,0.012546740384462352,0.6802083333333334,True,False,False,False,True,False,True,3
128,EMA_N200_th0_bL2_sL-1,EMA,200,0.0,2.0,-1.0,SSO,0.04215520678445461,0.28897283412418884,0.6001267563596134,0.07024383821872789,0.39112256098435294,0.26771055481220846,124,0.01547390457534159,0.1941724159053845,0.6373494822450453,0.02427852380272626,0.25844113467702023,0.27342485821359713,124,0.026681302209113023,0.6781250000000001,True,False,False,True,True,False,True,4
129,SMA_N200_th10_bL3_sL0,SMA,200,0.1,3.0,0.0,UPRO,0.06952712130106975,0.3720135481637603,0.8078594650272349,0.08606338640684963,0.4946514639288206,0.38709651256591626,10,0.0564987242757351,0.3413425075735806,0.8307469698769044,0.06800954601628793,0.45079945763934953,0.39062257992187965,10,0.013028397025334648,0.6770833333333334,True,False,False,True,True,False,False,3
130,EMA_N100_th10_bL3_sL0,EMA,100,0.1,3.0,0.0,UPRO,0.02753121899133837,0.24472797569284088,0.47764162325005977,0.05763990751895788,0.32969119280166415,0.1735431911792212,2,0.024060758090449053,0.22495499718400536,0.5064661424067537,0.04750714031171179,0.30118004848382846,0.1748941145393559,2,0.003470460900889316,0.6765625000000002,True,False,False,True,True,False,True,4
131,SMA_N100_th2_bL2_sL-1,SMA,100,0.02,2.0,-1.0,SSO,0.03835064668160104,0.27570314690331144,0.5769563010979448,0.06647062629980809,0.3741217081926832,0.25792249566314707,48,0.015642619905624766,0.19161315098727202,0.6104944000869738,0.025622872058115927,0.2561779119552066,0.26271851022560394,48,0.022708026775976276,0.6765625000000001,True,False,False,True,True,False,True,4
132,SMA_N200_th2_bL1_sL-1,SMA,200,0.02,1.0,-1.0,SPY,0.026110099422451682,0.2374929402906045,0.4366798657714438,0.05979231347505631,0.3230851127412334,0.16858728592010802,26,0.012273251264322438,0.15739447481836352,0.46585339206876575,0.02634573767901373,0.21083500017781506,0.1718100291974259,26,0.013836848158129245,0.6755208333333333,True,False,False,True,True,False,True,4
133,EMA_N150_th5_bL3_sL-2,EMA,150,0.05,3.0,-2.0,UPRO,0.06155568269852929,0.35710576023826057,0.7541958086213616,0.0816176409294166,0.48481327156820253,0.43057104895720966,15,0.04053920888966367,0.3129761439702556,0.770230647077978,0.05263255758967416,0.4207588688021089,0.4357666638702129,15,0.02101647380886562,0.6713541666666666,True,False,False,True,True,False,False,3
134,EMA_N200_th5_bL1_sL-1,EMA,200,0.05,1.0,-1.0,SPY,0.021811810748509464,0.21269551926045804,0.39324868078993735,0.05546569337421563,0.2869563865970331,0.16848059313096636,14,0.011423920818556255,0.15264469548576706,0.412983063214797,0.027661959620398642,0.20273452651168997,0.17186792313010912,14,0.010387889929953209,0.6687500000000001,True,False,False,True,True,False,True,4
135,SMA_N50_th10_bL3_sL0,SMA,50,0.1,3.0,0.0,UPRO,0.028608641279807667,0.24600495948228643,0.5584797357679476,0.051225925396324076,0.33088241972753984,0.18695533490286118,2,0.02502757835883762,0.22725674919353545,0.5835731606850342,0.042886787886986966,0.3027970677032609,0.1892007453065917,2,0.003581062920970046,0.6661458333333333,True,False,False,False,True,False,True,3
136,EMA_N150_th2_bL1_sL-1,EMA,150,0.02,1.0,-1.0,SPY,0.024757539705417386,0.2293439348246879,0.47149006187417986,0.05250914432216409,0.3141561089997917,0.1692126686563959,39,0.010190414234741318,0.1454038676878278,0.5006283126932233,0.020355249546155484,0.19595133729885386,0.17253134023237132,39,0.014567125470676068,0.6645833333333334,True,False,False,False,True,False,True,3
137,EMA_N50_th2_bL2_sL-1,EMA,50,0.02,2.0,-1.0,SSO,0.027487387385428885,0.23471667625001463,0.5296548444978807,0.05189679216752424,0.32172444916249165,0.2575881414410291,74,0.002744500601148392,0.14253395089930232,0.5570037066004787,0.004927257338911994,0.1924412514957791,0.2622424121995946,74,0.024742886784280493,0.6630208333333333,True,False,False,True,True,False,True,4
138,SMA_N200_th0_bL1_sL-1,SMA,200,0.0,1.0,-1.0,SPY,0.01968097035001448,0.20002346844068172,0.4241575119132254,0.046400145694085536,0.2730625154403421,0.16916995276784158,90,0.003666964538749262,0.10793673721541573,0.43530707169420946,0.008423857036086007,0.1448669095981187,0.17268213477188188,90,0.01601400581126522,0.6552083333333334,True,False,False,True,True,False,True,4
139,EMA_N50_th10_bL1_sL0,EMA,50,0.1,1.0,0.0,SPY,0.009118441313836767,0.17626397096895735,0.23128038017587413,0.039425918043297786,0.23437507969661672,0.0627027471327211,2,0.007807391040691947,0.15429134347123027,0.24786609095728132,0.03149842324353079,0.2030200659818947,0.06358737763964144,2,0.0013110502731448204,0.6515625,True,False,False,False,True,False,True,3
140,SMA_N200_th5_bL1_sL-1,SMA,200,0.05,1.0,-1.0,SPY,0.01802223752521437,0.19059297639329462,0.43364374010977214,0.04156000850064672,0.2584691747008191,0.16848965146743536,14,0.00755595482774285,0.13025572639184713,0.4533695545335939,0.016666215788389397,0.17393444841975875,0.17174725983956,14,0.010466282697471518,0.6463541666666667,True,False,False,True,True,False,True,4
