rank,cfg_id,filter,lookback,threshold_pct,buy_leverage,sell_leverage,pure_cagr,pure_sharpe,pure_max_drawdown,pure_calmar,pure_sortino,pure_volatility,pure_n_switches,tax15_cagr,tax15_sharpe,tax15_max_drawdown,tax15_calmar,tax15_sortino,tax15_volatility,tax15_n_switches,tax_drag_cagr,composite_pure,g1_pbo,g2_dsr,g3_walk_forward,g4_oos_sharpe,g5_fwd_stress,g6_bootstrap_ci,g7_cross_lib,gates_passed
63,SMA_N200_th5_bL2_sL-1,SMA,200,0.05,2.0,-1.0,0.13099542233396866,0.5750854021751678,0.7240658314141938,0.18091645351931293,0.78274423080761,0.2882149958280392,25,0.11224957602009522,0.5138251987574779,0.7240658314141938,0.15502675468176333,0.6889962634346337,0.2935526684815705,25,0.018745846313873438,0.8192708333333333,True,False,False,True,True,True,True,5
64,EMA_N100_th0_bL2_sL0,EMA,100,0.0,2.0,0.0,0.11945972216479239,0.599416788145384,0.7317468001011397,0.1632528111476279,0.8280892381841175,0.23444239891158192,450,0.08582699108836356,0.462782524555733,0.7465430376900114,0.11496589848849635,0.6226497202331936,0.2419107474747457,450,0.033632731076428835,0.8171875000000001,True,False,False,True,True,True,True,5
65,SMA_N150_th10_bL2_sL0,SMA,150,0.1,2.0,0.0,0.11819758858558016,0.5638160823706799,0.6118080046293108,0.19319392307917752,0.7603478628468885,0.26002762635826204,21,0.10505337200323228,0.5145825495423634,0.6118080046293108,0.17170970501911495,0.6841296111791044,0.2647970173155859,21,0.013144216582347878,0.8166666666666668,True,False,False,True,True,True,True,5
66,SMA_N150_th10_bL3_sL0,SMA,150,0.1,3.0,0.0,0.15396483808176886,0.5739922324385891,0.7966793553296876,0.19325822497063957,0.7745169282208272,0.3899576101992856,21,0.13824312695143615,0.5382714120444961,0.7966793553296876,0.17352417384309823,0.7194933563427148,0.39462233533710944,21,0.015721711130332716,0.8135416666666667,True,False,False,True,True,True,True,5
67,EMA_N150_th2_bL1_sL0,EMA,150,0.02,1.0,0.0,0.07068965727583643,0.6229244444122986,0.37562931415210493,0.1881899378258104,0.8601566014297821,0.12154967049671729,94,0.05700329365015144,0.5021807458192757,0.3903196667890087,0.14604258637309495,0.6709710540399372,0.12644652847614993,94,0.013686363625684983,0.8135416666666666,True,False,False,True,True,True,True,5
68,SMA_N150_th2_bL3_sL-1,SMA,150,0.02,3.0,-1.0,0.16921326733242603,0.5994399440947125,0.8792193888719416,0.1924585256809799,0.839620572391427,0.38629417021527607,80,0.13406996274859928,0.5189317897604211,0.8862770261857433,0.15127320102789316,0.7145358034861933,0.3935998917009554,80,0.03514330458382675,0.8119791666666667,True,False,False,True,True,True,True,5
69,EMA_N200_th5_bL2_sL-1,EMA,200,0.05,2.0,-1.0,0.12932282180785903,0.5686881079373215,0.7283305599423974,0.17756061453481645,0.7724933237940292,0.2895790274843203,25,0.11151426213486171,0.5106174465365731,0.7283305599423974,0.1531094097488937,0.6833265468820954,0.29498632567628935,25,0.017808559672997326,0.8098958333333333,True,False,False,True,True,True,True,5
70,SMA_N100_th5_bL2_sL-1,SMA,100,0.05,2.0,-1.0,0.11371051639561491,0.5254339332519974,0.6102812036377792,0.18632478883145423,0.7347020342115484,0.2798476867261695,43,0.09071425978870673,0.4481769713542744,0.6683517648469728,0.1357283163746517,0.6149941504906141,0.2857178234199552,43,0.022996256606908183,0.8015625000000001,True,False,False,True,True,True,True,5
71,EMA_N200_th0_bL1_sL0,EMA,200,0.0,1.0,0.0,0.0675943706949893,0.595186715911088,0.30235515217963865,0.22355951339909488,0.8226276472373707,0.12255266525721699,276,0.052317234257931666,0.4647024059212622,0.33591943729558066,0.15574339692614134,0.6221496614414587,0.12729891593926013,276,0.015277136437057637,0.8005208333333335,True,False,False,True,True,True,True,5
72,EMA_N200_th10_bL2_sL0,EMA,200,0.1,2.0,0.0,0.11112091418784908,0.5272833780177136,0.611808004629311,0.18162710089936837,0.7143100551657859,0.2720720436243024,19,0.0999249487445959,0.48774900768114515,0.637360729056004,0.1567792683000644,0.653745587057039,0.27569241129544486,19,0.011195965443253186,0.7994791666666667,True,False,False,True,True,True,True,5
73,SMA_N200_th2_bL3_sL-2,SMA,200,0.02,3.0,-2.0,0.14483115442195094,0.5262973574649406,0.7891379411377055,0.1835308466009718,0.7395653009660479,0.4563419534263434,56,0.11345351703466533,0.46587295765248127,0.8117822183620628,0.1397585638960916,0.6484104080597026,0.46104456954308876,56,0.031377637387285606,0.7921875,True,False,False,True,True,False,True,4
74,EMA_N200_th10_bL3_sL0,EMA,200,0.1,3.0,0.0,0.14037116137925332,0.5371949890938325,0.7966793553296875,0.17619530422143792,0.7281307908118829,0.4080352736008764,19,0.12754564987542016,0.509322565866773,0.7966793553296875,0.1600965922138629,0.6857034394932174,0.4114357468716415,19,0.012825511503833154,0.7890625000000001,True,False,False,True,True,True,True,5
75,SMA_N200_th0_bL2_sL-1,SMA,200,0.0,2.0,-1.0,0.10773265640290863,0.5081658087945709,0.598605056065541,0.1799728473912406,0.7107873655795818,0.27735897046618974,236,0.07848873192439743,0.4092834072821716,0.7119960361857777,0.11023759674965064,0.5605112963687335,0.2839311687894645,236,0.029243924478511207,0.7885416666666667,True,False,False,True,True,True,True,5
76,EMA_N150_th2_bL3_sL-1,EMA,150,0.02,3.0,-1.0,0.1440562708964368,0.542100417772554,0.8293346687735303,0.17370101157048676,0.7529047548888739,0.389484161821335,94,0.11053914735071535,0.46571929445137994,0.8392696573650442,0.13170873792549828,0.6356943537197659,0.39721711301237456,94,0.03351712354572145,0.7833333333333333,True,False,False,True,True,True,True,5
77,EMA_N100_th2_bL3_sL0,EMA,100,0.02,3.0,0.0,0.15641663602988087,0.5891035344486741,0.9222379496517887,0.16960550808925118,0.8125385212897069,0.3546641251689681,126,0.12049971524351877,0.4980972943246362,0.9265362717999138,0.13005396433043342,0.6748095971904355,0.36219618326649583,126,0.035916920786362105,0.7828125000000001,True,False,False,True,True,True,True,5
78,SMA_N100_th2_bL3_sL0,SMA,100,0.02,3.0,0.0,0.1492304863792422,0.5730066582472629,0.8983456636043261,0.16611699975319338,0.7900552513923782,0.35223609667301803,124,0.11470714052544428,0.48464508913627674,0.903934947463542,0.12689756143106826,0.6568919310185161,0.3593671309026696,124,0.034523345853797904,0.7791666666666668,True,False,False,True,True,True,True,5
79,EMA_N200_th2_bL2_sL-1,EMA,200,0.02,2.0,-1.0,0.10347940600653183,0.49139525980290516,0.5911353353710167,0.17505197171403164,0.6858631918995162,0.28120421110304517,78,0.07870274351029782,0.4087792387730748,0.6263647320284911,0.12565002383741797,0.5611511844436249,0.2864322101408357,78,0.024776662496234003,0.7791666666666667,True,False,False,True,True,True,True,5
80,EMA_N50_th0_bL3_sL0,EMA,50,0.0,3.0,0.0,0.13064767491929374,0.5344874179591469,0.80228896592717,0.16284366415074647,0.7409436141022233,0.33713958567968905,740,0.07566313811505765,0.3862629390737603,0.8541457859975724,0.08858340034621759,0.522593534139783,0.346829629894937,740,0.054984536804236095,0.7776041666666668,True,False,False,True,True,True,True,5
81,EMA_N150_th5_bL2_sL-2,EMA,150,0.05,2.0,-2.0,0.11443103776270425,0.47929394322269997,0.6615623208320931,0.1729709116728056,0.6752310673200721,0.36788973265560143,25,0.09472046711960114,0.43075499674649254,0.680620914694208,0.1391677291641229,0.5999405057076935,0.3723535861149983,25,0.01971057064310311,0.7739583333333334,True,False,False,True,True,True,True,5
82,SMA_N100_th2_bL2_sL0,SMA,100,0.02,2.0,0.0,0.10837254757964754,0.55624632288605,0.7736741432712355,0.1400751834893029,0.7661886416265129,0.23496274113379564,124,0.0832851712951892,0.45387082011668184,0.7831858360552809,0.10634151878266417,0.612260699575032,0.24084467467681847,124,0.02508737628445834,0.7734375000000001,True,False,False,True,True,True,True,5
83,SMA_N50_th5_bL1_sL0,SMA,50,0.05,1.0,0.0,0.06328650799151725,0.5648132655784007,0.3842524860816669,0.16470032149139222,0.7771544499085624,0.12183397827256093,64,0.05074376994946039,0.45721904039474204,0.4200264806662441,0.12081088284950714,0.6132543528679731,0.12562241693085247,64,0.012542738042056856,0.7713541666666668,True,False,False,True,True,True,True,5
84,EMA_N100_th2_bL2_sL0,EMA,100,0.02,2.0,0.0,0.11309522776593184,0.5720368257585595,0.8120095694704261,0.13927819574797615,0.7882131467915702,0.23658336300598956,126,0.08683621359635252,0.46564539855693715,0.8202363105010163,0.10586731224238448,0.6275858095535062,0.24286956819809916,126,0.02625901416957932,0.7713541666666667,True,False,False,True,True,True,True,5
85,EMA_N50_th5_bL1_sL0,EMA,50,0.05,1.0,0.0,0.06045744521169727,0.5688508486621509,0.35017057527368317,0.17265141471251685,0.7902716967721336,0.11481173718886613,44,0.05025979483987264,0.4741811384209462,0.36061532814883857,0.13937231980091724,0.6421138803954878,0.11823756314164016,44,0.01019765037182463,0.7703125000000002,True,False,False,True,True,True,True,5
86,SMA_N200_th10_bL1_sL0,SMA,200,0.1,1.0,0.0,0.06578526363202952,0.5457138603353898,0.3900372947818277,0.16866403421454182,0.7361528878184399,0.13323199972852157,19,0.05735992724901684,0.477377763170025,0.4334105700553634,0.1323454738117941,0.6310631548414091,0.1367573057045296,19,0.008425336383012683,0.7697916666666668,True,False,False,True,True,False,True,4
87,EMA_N150_th10_bL2_sL0,EMA,150,0.1,2.0,0.0,0.09555175872200983,0.49286965765509455,0.5946322996014688,0.16069049526245044,0.6618180797177139,0.2514189907317661,18,0.08515146264888318,0.45257078997821965,0.5946322996014688,0.143200197342043,0.6004639795644678,0.2553415894507585,18,0.010400296073126647,0.7692708333333335,True,False,False,True,True,False,True,4
88,SMA_N100_th0_bL3_sL0,SMA,100,0.0,3.0,0.0,0.14709280575727757,0.5706133401127561,0.9146530068976614,0.16081815141699465,0.788655255987262,0.3474429559858566,446,0.10183768990200393,0.45325436786111395,0.9157571868192288,0.1112059958335951,0.6130528663549281,0.35635859545081183,446,0.04525511585527364,0.7666666666666667,True,False,False,True,True,True,True,5
89,EMA_N50_th10_bL3_sL0,EMA,50,0.1,3.0,0.0,0.09429876958901828,0.49120246441111487,0.5848755965268119,0.1612287641149607,0.6794683479496102,0.24607872721761903,6,0.08767666397301421,0.46419381170201945,0.6352124929301917,0.13802729787093415,0.632264188623077,0.2504365565491845,6,0.00662210561600407,0.7666666666666666,True,False,False,True,True,True,True,5
90,EMA_N150_th10_bL3_sL0,EMA,150,0.1,3.0,0.0,0.12057572105774006,0.5023807808463404,0.7898215918756613,0.1526619711312246,0.6749654642535544,0.37705259007227765,18,0.10828359834803836,0.4731926641247859,0.7898215918756613,0.13709880745458913,0.6308552029657996,0.3807951968637702,18,0.012292122709701703,0.7625000000000001,True,False,False,True,True,False,True,4
91,SMA_N150_th10_bL1_sL0,SMA,150,0.1,1.0,0.0,0.06269244981492128,0.5333075841478796,0.353790490678,0.17720219018543487,0.717960457843443,0.13009917359243925,21,0.0544164101873994,0.4634549139028157,0.3732722801176761,0.14578208210436716,0.609668132335653,0.1340944222975563,21,0.00827603962752188,0.7614583333333333,True,False,False,True,True,True,True,5
92,SMA_N150_th2_bL2_sL-1,SMA,150,0.02,2.0,-1.0,0.10657693945592572,0.5039787801196358,0.7687733287000555,0.1386324622319302,0.7066983484531916,0.27784095175161805,80,0.080491412387105,0.4157849680047776,0.7801727616482557,0.10317126711403302,0.5719861409949311,0.2837060865819047,80,0.026085527068820724,0.7546875000000002,True,False,False,True,True,True,True,5
93,SMA_N50_th10_bL3_sL0,SMA,50,0.1,3.0,0.0,0.10000507574933515,0.47346867646245633,0.678074028033114,0.14748400855201516,0.6654633495526016,0.2928863811447347,8,0.09214592314210379,0.4481520474326282,0.6973327829040241,0.13214052945906904,0.6213374877743552,0.2971546644817074,8,0.007859152607231357,0.7505208333333334,True,False,False,True,True,True,True,5
94,EMA_N200_th0_bL2_sL-1,EMA,200,0.0,2.0,-1.0,0.09550883100400531,0.46602592026522427,0.6211040961594305,0.15377266322115715,0.6490638649292999,0.2805730764303564,276,0.06709520836850569,0.37107084112340016,0.7413977583737992,0.09049826170998147,0.5069384492748485,0.28672280716479503,276,0.028413622635499625,0.75,True,False,False,True,True,True,True,5
95,SMA_N100_th0_bL2_sL0,SMA,100,0.0,2.0,0.0,0.1020730173592801,0.5357037800946275,0.8044237009045456,0.12688961954316194,0.7389279042734663,0.23203873066655725,446,0.06999927936083594,0.40383958938151154,0.8067211137080526,0.08677010948565338,0.5430666765738407,0.23915676473625627,446,0.03207373799844415,0.7489583333333334,True,False,False,True,True,True,True,5
96,SMA_N200_th5_bL3_sL-2,SMA,200,0.05,3.0,-2.0,0.13766216606329862,0.5205544583381032,0.8999941276719585,0.152958960320545,0.7100989173986229,0.4658531748999598,25,0.11533014521534057,0.47902994252545933,0.8999941276719585,0.12814544191934726,0.6475422427370595,0.47097112417174597,25,0.022332020847958045,0.746875,True,False,False,True,True,True,True,5
97,EMA_N50_th10_bL2_sL0,EMA,50,0.1,2.0,0.0,0.06820950883088117,0.4850028816079204,0.4275215279724417,0.1595463722128117,0.6705041493602267,0.16407448642757225,6,0.0623994135317123,0.4449807003603553,0.4981665689239884,0.12525813136455843,0.6005937939508447,0.16870439030388637,6,0.0058100952991688715,0.7463541666666667,True,False,False,True,True,True,True,5
98,EMA_N200_th5_bL3_sL-2,EMA,200,0.05,3.0,-2.0,0.13481235956780147,0.5151755287795802,0.9025564101653808,0.14936723959790946,0.7012681077273002,0.46726201581527677,25,0.11368142550654103,0.4760856487419063,0.9025564101653808,0.1259549256159075,0.6422018361232014,0.47243148384870925,25,0.02113093406126043,0.7427083333333335,True,False,False,True,True,True,True,5
99,EMA_N200_th10_bL1_sL0,EMA,200,0.1,1.0,0.0,0.06008330088904268,0.4975648863871666,0.35588060221500684,0.16882994047746128,0.6729554258868541,0.13611014352847725,19,0.05277038123657429,0.4398188171353761,0.40077670445696695,0.1316702808564575,0.5839197059745014,0.13935007057449753,19,0.007312919652468386,0.7421875,True,False,False,True,True,False,True,4
100,SMA_N150_th0_bL1_sL0,SMA,150,0.0,1.0,0.0,0.05670511396250877,0.5237191452322643,0.42789038886644454,0.13252252314601035,0.7212734157427408,0.11884321371684058,352,0.040886773357622586,0.3878612815469567,0.4595044990695078,0.08898013717040401,0.5194664943904072,0.12289848755021308,352,0.015818340604886183,0.740625,True,False,False,True,True,False,True,4
101,EMA_N150_th5_bL3_sL-3,EMA,150,0.05,3.0,-3.0,0.12266761602406939,0.4886728452957869,0.855005856722445,0.14346991317030264,0.6887497991720571,0.5517725942763331,25,0.09910952853201493,0.45210311721619795,0.8853889983227067,0.11193896549400253,0.6321779472700791,0.5563640093249264,25,0.023558087492054458,0.7395833333333334,True,False,False,True,True,True,True,5
102,EMA_N100_th5_bL2_sL-2,EMA,100,0.05,2.0,-2.0,0.09920633003388302,0.4414616877390881,0.6433621118718118,0.15419983272755983,0.6259040311785805,0.3684896536629015,32,0.07645238873921123,0.3850314688078945,0.6686629784771156,0.11433620702813853,0.5394376225186713,0.37302752995955335,32,0.022753941294671787,0.7380208333333333,True,False,False,True,True,True,True,5
103,SMA_N50_th10_bL2_sL0,SMA,50,0.1,2.0,0.0,0.07469239824334117,0.4671544230920516,0.5063576359406011,0.1475091771936921,0.6562326166683121,0.19527927771015743,8,0.06798935897972735,0.4308318475238426,0.513384128381884,0.1324336987082566,0.5927708211033572,0.19969690665331224,8,0.006703039263613819,0.7375,True,False,False,True,True,True,True,5
104,EMA_N50_th0_bL2_sL0,EMA,50,0.0,2.0,0.0,0.08667940027948728,0.4822230801953919,0.6671992425911167,0.12991531576514015,0.6665153807391972,0.22540107670613774,740,0.04871374240903159,0.321884416850283,0.7319055980412094,0.06655741196597434,0.43297841291469746,0.2327649012500779,740,0.037965657870455694,0.7375,True,False,False,True,True,True,True,5
105,EMA_N150_th5_bL1_sL-1,EMA,150,0.05,1.0,-1.0,0.06830459465028671,0.45116680524979985,0.3864993596975435,0.17672628152279146,0.6347560324779297,0.1840081244985993,25,0.0559457881375196,0.3843902239891375,0.4062422097778467,0.13771535008170008,0.531151705692416,0.18759173035342133,25,0.012358806512767107,0.7354166666666668,True,False,False,True,True,False,True,4
106,EMA_N150_th0_bL1_sL0,EMA,150,0.0,1.0,0.0,0.055379528865913796,0.5086418505450963,0.42632961250544854,0.12989838669770104,0.697833521440549,0.12022697906575731,368,0.039100358632463195,0.37062434669095706,0.48087457188649513,0.08131092995637204,0.4940499837742831,0.1245394147134635,368,0.0162791702334506,0.734375,True,False,False,True,True,False,True,4
107,SMA_N150_th0_bL3_sL-1,SMA,150,0.0,3.0,-1.0,0.11836565369890906,0.48553545961989464,0.8565985856688737,0.13818100529139143,0.6745635250805478,0.3819750622925304,352,0.07690841446190566,0.3874486801648131,0.8905651459304468,0.08635911119287416,0.529313952578941,0.38932500480470883,352,0.041457239237003396,0.7328125000000001,True,False,False,True,True,False,True,4
108,EMA_N150_th0_bL3_sL-1,EMA,150,0.0,3.0,-1.0,0.11467361343250237,0.47621284894552135,0.8509842540834605,0.13475409548677236,0.6593156011323287,0.38526124608255274,368,0.07181923102209664,0.37568159822751795,0.900685078266345,0.07973844882645952,0.5110140336559285,0.39318477018990206,368,0.042854382410405734,0.728125,True,False,False,True,True,False,True,4
109,EMA_N100_th2_bL1_sL0,EMA,100,0.02,1.0,0.0,0.05621176905002301,0.5209164816523437,0.5682243577167682,0.09892530703170209,0.7155918975224022,0.11851209262462474,126,0.042176564579776255,0.39889999193224335,0.5792500483998239,0.07281236263387264,0.533305257617074,0.12247546734995633,126,0.014035204470246754,0.7239583333333334,True,False,False,True,True,True,True,5
110,SMA_N100_th2_bL1_sL0,SMA,100,0.02,1.0,0.0,0.05401960246956894,0.5060432701968388,0.5237043424491412,0.10314904439581761,0.6949348735872259,0.11769881427326956,124,0.040705435726702044,0.389776852118321,0.5351250685100686,0.07606714415386458,0.521868949475371,0.12136269195352936,124,0.013314166742866895,0.7229166666666667,True,False,False,True,True,True,True,5
111,EMA_N100_th0_bL1_sL0,EMA,100,0.0,1.0,0.0,0.05266842798639848,0.49452393369838465,0.5031833046086643,0.10467046005701593,0.6788814812417553,0.11789400957684053,450,0.035338045406545726,0.34531954509499924,0.5192273499496314,0.06805890600711569,0.4597823790323539,0.12239391736833267,450,0.017330382579852754,0.7192708333333334,True,False,False,True,True,True,True,5
112,SMA_N100_th5_bL3_sL-2,SMA,100,0.05,3.0,-2.0,0.11211744238615995,0.462651328322168,0.850403735110255,0.13184025158547064,0.64874207665249,0.4579299624835374,43,0.083540473732866,0.4076224935290107,0.877384178635377,0.09521538656281574,0.5647860299593346,0.4638561679113441,43,0.028576968653293955,0.7161458333333335,True,False,False,True,True,False,True,4
113,EMA_N150_th10_bL1_sL0,EMA,150,0.1,1.0,0.0,0.05167930707962398,0.46435410676267636,0.3360215872474935,0.15379758039640495,0.622483953305772,0.12578678277764402,18,0.04511172959033316,0.40746530265236613,0.3361147878647727,0.13421524794226763,0.5354712108902848,0.12913828368468386,18,0.006567577489290821,0.7156250000000001,True,False,False,True,True,False,True,4
114,EMA_N50_th2_bL3_sL0,EMA,50,0.02,3.0,0.0,0.1100638486019705,0.4758185822919462,0.8614385761195468,0.12776749457606865,0.6531230725388425,0.3488917827263496,186,0.07536419710418407,0.38503803548311627,0.870056839042318,0.08661985484435517,0.5193557429914484,0.3562400392091558,186,0.03469965149778642,0.7156250000000001,True,False,False,True,True,False,True,4
115,EMA_N150_th2_bL2_sL-1,EMA,150,0.02,2.0,-1.0,0.0890667672968275,0.445649991231042,0.7127578591424387,0.12496076494195239,0.6196925595246499,0.2795468053863334,94,0.06400207081253462,0.36136874660214874,0.7261179540716582,0.08814280166692925,0.49256789489926806,0.2859229437958738,94,0.02506469648429288,0.715625,True,False,False,True,True,False,True,4
116,EMA_N50_th2_bL2_sL0,EMA,50,0.02,2.0,0.0,0.08195316975214628,0.45562169348656456,0.721579778054511,0.11357464863151308,0.6246061114397388,0.23281132474988978,186,0.056883527550137813,0.3524665900150443,0.7351380230040059,0.07737802394942622,0.4732751956509873,0.23870597666738386,186,0.02506964220200847,0.7130208333333334,True,False,False,True,True,False,True,4
117,EMA_N100_th0_bL3_sL-1,EMA,100,0.0,3.0,-1.0,0.11463656326326865,0.4775076225808589,0.898616930555743,0.12757000159386328,0.6625829489237648,0.3792675834571142,450,0.06635943645245934,0.36238179971807877,0.9093429349803012,0.07297514930810658,0.4928433830697105,0.38809583629640426,450,0.04827712681080931,0.7130208333333333,True,False,False,True,True,True,True,5
118,SMA_N50_th5_bL3_sL-1,SMA,50,0.05,3.0,-1.0,0.10593342654212812,0.4550532750757756,0.8190045070442057,0.12934413135825437,0.6295322262358638,0.3906161909573971,64,0.07587270357395481,0.3854164368394935,0.8291607974447553,0.09150541584668925,0.5258338520251524,0.3968732686454672,64,0.030060722968173303,0.7119791666666667,True,False,False,True,True,True,True,5
119,SMA_N150_th5_bL2_sL-2,SMA,150,0.05,2.0,-2.0,0.08985732993788464,0.41853677056389627,0.6985294769890475,0.12863784979440968,0.5903414562305552,0.36794197155498615,31,0.07046121216367962,0.3701344331076455,0.7163535392910811,0.09836094651449555,0.5169542778018221,0.37174945797280745,31,0.019396117774205024,0.7083333333333335,True,False,False,True,True,False,True,4
120,SMA_N100_th10_bL2_sL0,SMA,100,0.1,2.0,0.0,0.07799105129707318,0.4386377520497082,0.661815772286528,0.11784405050913105,0.5887303275662766,0.2382074264159968,19,0.06906048190871572,0.4018092938202293,0.661815772286528,0.10435000917266825,0.5323600443779053,0.242233260798862,19,0.008930569388357457,0.7052083333333333,True,False,False,True,True,False,True,4
121,EMA_N100_th5_bL3_sL-3,EMA,100,0.05,3.0,-3.0,0.09997432304668896,0.4511049918640744,0.8153251716771025,0.12261895807907464,0.6398736053135285,0.5526654386526917,32,0.07264367964550855,0.4076318624330272,0.8277846249650878,0.08775673944001115,0.573320525420888,0.5574773369558003,32,0.02733064340118041,0.7026041666666668,True,False,False,True,True,True,True,5
122,EMA_N50_th10_bL1_sL0,EMA,50,0.1,1.0,0.0,0.03551269025919157,0.4664093913118097,0.23507660468015606,0.1510685859509922,0.6436781431111412,0.08207107510275036,6,0.031608448881144335,0.40502783231262907,0.30915860371905846,0.102240236891055,0.5371031872791541,0.08613389566282438,6,0.003904241378047235,0.6984374999999999,True,False,False,True,True,True,True,5
123,EMA_N100_th5_bL1_sL-1,EMA,100,0.05,1.0,-1.0,0.06082958635978275,0.41254264786677347,0.38858842912252634,0.15653988076058356,0.5840834242198109,0.18431546659973136,32,0.04710322983747073,0.33929975005624896,0.41463227255851676,0.113602420638454,0.472136557855605,0.18767451054582157,32,0.013726356522312022,0.6973958333333334,True,False,False,True,True,True,True,5
124,SMA_N200_th0_bL3_sL-2,SMA,200,0.0,3.0,-2.0,0.10775970374096588,0.4538862504808075,0.8899736781366423,0.12108189982268326,0.6369673930929456,0.45475146669259947,236,0.06978072463481721,0.3793784187452463,0.9334247812318389,0.07475773735375627,0.5248303678795015,0.461835729583711,236,0.03797897910614867,0.6947916666666668,True,False,False,True,True,False,True,4
125,SMA_N50_th10_bL1_sL0,SMA,50,0.1,1.0,0.0,0.03976615335106559,0.4482159454058069,0.28286472762742015,0.140583641108637,0.6286030528817594,0.09767307445282848,8,0.03529336975569519,0.39312859056118893,0.2946897661626541,0.11976449068887926,0.5327910500937503,0.10147583477098195,8,0.0044727835953704,0.6916666666666667,True,False,False,True,True,True,True,5
126,SMA_N100_th10_bL3_sL0,SMA,100,0.1,3.0,0.0,0.09594414545958108,0.4473172645082948,0.839310489045984,0.11431305424127078,0.6007205953296489,0.3572316571352614,19,0.08568464347359717,0.4214480595439118,0.839310489045984,0.10208932759912487,0.5612803076331047,0.3610594779786572,19,0.01025950198598391,0.6916666666666667,True,False,False,True,True,False,True,4
127,EMA_N50_th5_bL3_sL-1,EMA,50,0.05,3.0,-1.0,0.09229761365641087,0.4246132083245648,0.7958861480222573,0.11596836291945331,0.5932525762981904,0.37329813046184335,44,0.06808926988259367,0.36545503890635755,0.8078749367456611,0.0842819436345874,0.5038039189054586,0.37880491421185786,44,0.024208343773817198,0.6885416666666667,True,False,False,True,True,False,True,4
128,EMA_N200_th2_bL3_sL-2,EMA,200,0.02,3.0,-2.0,0.09632548074272651,0.431396531156868,0.8425042638319913,0.11433233620041992,0.6037101059514973,0.45869139865664615,78,0.0656915613027389,0.3713554670318902,0.8592016422647711,0.07645651273382392,0.5141174802772821,0.46407903289319846,78,0.03063391943998761,0.6854166666666668,True,False,False,True,True,False,True,4
129,SMA_N200_th10_bL3_sL-1,SMA,200,0.1,3.0,-1.0,0.10274819347964304,0.4543707518955602,0.9039038180807669,0.113671600256989,0.6147936378725509,0.41900498118792007,19,0.08713050474357265,0.4210253696944592,0.9157393594280336,0.09514771189696808,0.5654959845424029,0.4228447791108905,19,0.01561768873607039,0.6833333333333333,True,False,False,True,False,False,True,3
130,SMA_N150_th5_bL1_sL-1,SMA,150,0.05,1.0,-1.0,0.05632687693441785,0.3898164934214269,0.4222022532690926,0.13341207086954518,0.5490768531535609,0.18403941572917806,31,0.044022270725312174,0.3240711458262584,0.4406217791514604,0.09990942982911394,0.4495382156062868,0.1870492976505341,31,0.012304606209105673,0.6760416666666667,True,False,False,True,True,False,True,4
131,SMA_N100_th10_bL1_sL0,SMA,100,0.1,1.0,0.0,0.042862710354201194,0.4126169619719007,0.3937970622263784,0.10884466763634999,0.5528611782779356,0.11918475718687709,19,0.037016781111695485,0.3589184575298832,0.3937970622263784,0.09399963753517288,0.47061871968283275,0.12266149249212667,19,0.00584592924250571,0.6718750000000001,True,False,False,True,True,False,True,4
132,SMA_N150_th10_bL3_sL-1,SMA,150,0.1,3.0,-1.0,0.09128765638759218,0.429259807345675,0.8642704812983932,0.10562394338685589,0.580063096023445,0.41121057069981765,21,0.0759892611522981,0.39625919806759935,0.8681341051720657,0.08753170817685695,0.5308686903932127,0.41565627123523496,21,0.015298395235294082,0.6671875,True,False,False,True,True,False,True,4
133,SMA_N150_th2_bL3_sL-2,SMA,150,0.02,3.0,-2.0,0.10122703119924181,0.440835298079774,0.9203392709734081,0.10998882085318147,0.6199086561315394,0.455627035337264,80,0.06811127544938622,0.3757555239784202,0.9251862524363818,0.07361898782004409,0.5217082623024202,0.4618506273249708,80,0.03311575574985559,0.6666666666666667,True,False,False,True,True,True,True,5
134,SMA_N50_th0_bL3_sL0,SMA,50,0.0,3.0,0.0,0.09304993413205764,0.43516821691834306,0.8969735669474229,0.10373765466548232,0.5966181949838659,0.33464211776382186,696,0.04452467940660476,0.30132633783627566,0.9215808698490485,0.04831337201465319,0.40430864591384136,0.3434884566284552,696,0.04852525472545288,0.6666666666666667,True,False,False,True,True,False,True,4
135,SMA_N100_th0_bL1_sL0,SMA,100,0.0,1.0,0.0,0.044486053911229284,0.43159482803305804,0.5754094724726205,0.07731199439603602,0.5916641134623954,0.11666605206694515,446,0.02785067686549758,0.2879584629946481,0.5793968622716414,0.04806839435806301,0.3833417890194275,0.12094458902764764,446,0.016635377045731703,0.6656250000000001,True,False,False,True,True,False,True,4
136,SMA_N200_th2_bL2_sL-2,SMA,200,0.02,2.0,-2.0,0.07625489251013584,0.3844054685698944,0.7192185652500985,0.10602464423817985,0.5415327565997753,0.36725409829940114,56,0.05258895844615741,0.3245946124661508,0.7427277797730588,0.07080515887291305,0.45308503665453825,0.37082821254879594,56,0.023665934063978433,0.6651041666666667,True,False,False,True,True,False,True,4
137,EMA_N100_th10_bL2_sL0,EMA,100,0.1,2.0,0.0,0.06454069683168306,0.39414216666929386,0.6646486821014861,0.09710497977310104,0.527835206617048,0.22596793348410543,14,0.05696748082373815,0.3612118265154223,0.6646486821014861,0.08571066543548747,0.4779984272146612,0.22950807846434507,14,0.007573216007944916,0.6640625000000001,True,False,False,True,True,False,True,4
