period,symbol,side,volume,entry_time,exit_time,entry_price,exit_price,pnl
train,SPY,long,269.83407002469636,2021-01-12T16:00:00,2021-01-13T15:00:00,352.0682172985242,353.4270150390436,366.64992466472046
train,SPY,long,272.9810557014955,2021-01-15T15:00:00,2021-01-18T15:00:00,349.2854739806369,375.735,7220.219535569922
train,SPY,long,288.15036625761024,2021-01-25T15:00:00,2021-01-25T20:00:00,354.70205127502084,357.7407325234805,875.5971146837896
train,SPY,long,291.5281301488779,2021-01-27T15:00:00,2021-01-28T17:00:00,353.44562870674696,355.0464041270851,466.67106507946556
train,SPY,long,298.08051834035746,2021-01-29T16:00:00,2021-02-01T17:00:00,347.16351586532835,350.3511064552402,950.1586552977699
train,SPY,long,289.6354360621094,2021-02-22T15:00:00,2021-02-24T15:00:00,360.40248700144025,361.4355455575545,299.21036537784966
train,SPY,long,293.53960093753483,2021-02-25T17:00:00,2021-03-01T15:00:00,356.57737829354585,362.02187608947474,1598.1757103222562
train,SPY,long,299.148257986694,2021-03-03T20:00:00,2021-03-04T18:00:00,354.96729603944135,346.1676846445376,-2632.388419745323
train,SPY,long,295.3360467012563,2021-03-04T19:00:00,2021-03-05T19:00:00,351.0816929115713,356.54015095820927,1612.0794205787245
train,SPY,long,287.43079733382984,2021-03-18T18:00:00,2021-03-22T16:00:00,366.06569539252973,367.09859421220887,296.8869313055449
train,SPY,long,290.0723211837329,2021-03-23T19:00:00,2021-03-24T14:00:00,363.7044612097047,366.2535624742806,739.4237207479314
train,SPY,long,291.94374350510907,2021-03-24T18:00:00,2021-03-26T14:00:00,363.7791601477836,365.5812720309034,526.1152893730297
train,SPY,long,277.14476658160055,2021-04-20T14:00:00,2021-04-21T15:00:00,385.0076646357168,387.3980306567635,662.4774329475775
train,SPY,long,278.14532309847317,2021-05-04T14:00:00,2021-05-05T15:00:00,385.88537715909655,389.8864390341992,1112.8766479874134
train,SPY,long,281.85011169203824,2021-05-11T14:00:00,2021-05-14T14:00:00,384.564139690362,387.7575192966909,900.0543987188626
train,SPY,long,283.9942441532506,2021-05-18T19:00:00,2021-05-20T14:00:00,384.67151941400937,386.54366155159096,531.6775913099348
train,SPY,long,278.75406861144313,2021-06-16T18:00:00,2021-06-21T14:00:00,393.714759614824,393.49328023567153,-61.738278052287406
train,SPY,long,269.32333372669575,2021-07-15T14:00:00,2021-07-19T14:00:00,407.283461975007,397.3155588699137,-2684.588894528421
train,SPY,long,269.13446165579023,2021-07-19T15:00:00,2021-07-20T15:00:00,398.09313025874906,403.8687056951439,1554.4063858265285
train,SPY,long,264.95933480053,2021-08-02T19:00:00,2021-08-03T15:00:00,409.939383526014,411.93952197801354,529.9553537507579
train,SPY,long,262.9069824232795,2021-08-17T15:00:00,2021-08-20T14:00:00,415.054491698403,414.2628678145346,-208.1234465220368
train,SPY,long,260.2571090850404,2021-08-26T18:00:00,2021-08-27T14:00:00,418.5207737932266,421.21885282918396,702.1942499812087
train,SPY,long,261.16702990136685,2021-09-10T15:00:00,2021-09-15T16:00:00,419.61686840153436,418.680035402961,-244.66989175100096
train,SPY,long,262.9961540696676,2021-09-17T14:00:00,2021-09-20T15:00:00,415.8146540455081,406.85774962658473,-2355.6314145464617
train,SPY,long,264.0572784306552,2021-09-20T16:00:00,2021-09-22T14:00:00,405.668821600348,411.63225901255976,1574.6890531601866
train,SPY,long,265.2590126992893,2021-09-28T14:00:00,2021-10-01T17:00:00,409.4705716921039,407.23839456771896,-592.1051001842822
train,SPY,long,268.6017088343793,2021-10-04T14:00:00,2021-10-05T14:00:00,402.2806116915362,408.36153211028164,1633.345615760897
train,SPY,long,268.2936602179351,2021-10-11T19:00:00,2021-10-14T14:00:00,408.526008319491,414.69621582320167,1655.427555474708
train,SPY,long,253.82731649031885,2021-11-10T17:00:00,2021-11-12T16:00:00,438.00484432178996,439.03399545910764,261.2266714483072
train,SPY,long,253.58042493976754,2021-11-22T20:00:00,2021-11-24T19:00:00,439.4099410800437,440.4390922173641,260.9725827289406
train,SPY,long,263.75496727342295,2021-12-01T20:00:00,2021-12-06T15:00:00,423.3993569480764,430.7584924780903,1941.0085508795082
train,SPY,long,258.905942125076,2021-12-13T20:00:00,2021-12-15T20:00:00,438.4512797466965,442.2953237208382,995.2458266953777
train,SPY,long,268.5309124082643,2021-12-20T15:00:00,2021-12-21T17:00:00,426.2567916951732,435.61807654905914,2513.7943631276553
train,SPY,long,260.1918415391832,2021-12-30T20:00:00,2022-01-03T18:00:00,449.0964403336166,449.65292981101743,144.79402192209616
train,SPY,long,262.9417783145143,2022-01-05T19:00:00,2022-01-10T15:00:00,444.9227692526938,431.7745263445762,-3457.222371971641
