period,symbol,side,volume,entry_time,exit_time,entry_price,exit_price,pnl
train,XLE,long,5518.0610360727505,2021-01-22T16:00:00,2021-01-26T19:00:00,17.216192314467815,16.84975894936503,-2022.001674290704
train,XLE,long,5548.464882007941,2021-01-26T20:00:00,2021-01-29T17:00:00,16.77564883058957,16.217764325446158,-3095.402585004605
train,XLE,long,5562.244415599365,2021-01-29T18:00:00,2021-02-02T15:00:00,16.205412638983518,16.77564883059144,3171.7930723438135
train,XLE,long,5214.900617423255,2021-02-11T17:00:00,2021-02-12T15:00:00,17.862597239374317,18.183741087346363,1674.733251071101
train,XLE,long,4848.050240050513,2021-02-26T15:00:00,2021-03-01T15:00:00,19.54242659827025,20.544971816143523,4860.389584172014
train,XLE,long,4608.564057330856,2021-03-15T15:00:00,2021-03-17T14:00:00,21.559868720458546,21.063742647560115,-2286.4287874644156
train,XLE,long,4662.7516673171185,2021-03-18T16:00:00,2021-03-18T19:00:00,20.84347090560506,20.3885171209,-2121.3365181857425
train,XLE,long,4625.45431904484,2021-03-19T14:00:00,2021-03-23T14:00:00,20.575851032328995,19.947341002470594,-2907.1444321715403
train,XLE,long,4640.001199453976,2021-03-23T18:00:00,2021-03-24T14:00:00,19.916131018634456,20.577782675881707,3070.064483247957
train,XLE,long,4800.988771198935,2021-03-25T14:00:00,2021-03-25T16:00:00,19.85579171646889,20.280247496638612,2037.8074344653219
train,XLE,long,4761.28208059125,2021-03-31T14:00:00,2021-04-01T16:00:00,20.42797475353445,20.69013861769,1248.2361085823786
train,XLE,long,4880.473742356717,2021-04-08T15:00:00,2021-04-14T14:00:00,20.17205288607648,20.61523465653511,2162.9369938145196
train,XLE,long,5032.689809752207,2021-04-19T14:00:00,2021-04-20T14:00:00,19.97022832388701,19.477110579279316,-2481.708648295135
train,XLE,long,5030.462480893224,2021-04-20T15:00:00,2021-04-21T18:00:00,19.510401228704428,19.857872382090704,1747.9406003023591
train,XLE,long,4658.515058358997,2021-05-13T17:00:00,2021-05-14T14:00:00,21.424613570663393,22.059216575349016,2956.3076534078386
train,XLE,long,4759.098165976732,2021-05-19T14:00:00,2021-05-21T14:00:00,21.56193749958825,21.921892646463498,1713.0618793278747
train,XLE,long,4853.77757000619,2021-05-25T19:00:00,2021-05-27T14:00:00,21.4766302104,21.70134209401257,1090.7015003925376
train,XLE,long,4555.567629095967,2021-06-10T19:00:00,2021-06-15T14:00:00,23.109952697776524,23.257679954655636,672.9815093736248
train,XLE,long,4640.470619230947,2021-06-17T14:00:00,2021-06-17T15:00:00,22.824901512120395,22.321380439564958,-2336.5747433571564
