label,CAGR,Sharpe,Sortino,MDD,Vol,Final eq
Candidate (REAL UPRO),0.18090974389654613,0.684404221288303,0.9263215085619497,0.4376529619616739,0.3177665992671069,16.279304481242246
Candidate (synth re-sliced 2009+),0.21486543294456784,0.771205784619789,1.047456099264053,0.40425953273400056,0.3194987751180762,26.173361779279578
SPY buy-hold (real),0.14996501681047003,0.9009664679808448,1.2726770985063465,0.33699940470536144,0.1714528635674227,10.426852194415543
