slug,vol_lookback,target_vol,rebalance_days,is_sharpe,oos_sharpe,fwd_sharpe,is_cagr,oos_cagr,fwd_cagr,oos_mdd,rebal_count,cum_fx_cost,cum_tax
N20_tvol10_rbd21,20,0.1,21,0.43503008272443794,0.002941216786803535,1.1895089437341333,0.03484082078817341,-0.004997109896124452,0.12653562348916458,-0.26586908944244647,256,0.9072150770382745,0.6641119767122832
N20_tvol15_rbd21,20,0.15,21,0.4285275802000936,0.011945986836729728,1.2283220222063242,0.036454532493367164,-0.004282191420514669,0.13195143748624427,-0.2771096305263794,256,0.9040314493218138,0.701757662865293
N40_tvol10_rbd21,40,0.1,21,0.49298231693030203,0.09860133039478451,1.264764885967724,0.04005293087501993,0.00485903388779807,0.13890024904693776,-0.24750613154940038,255,0.5832384761841911,0.7420013853922369
N40_tvol15_rbd21,40,0.15,21,0.4902297964032264,0.13192260468229677,1.2879298023062806,0.042519164165341516,0.00833429361633331,0.14289296644343374,-0.2547623321228265,255,0.5802328074722151,0.7989130497523673
N60_tvol10_rbd21,60,0.1,21,0.5227996491607181,0.10794473035014321,1.2739128779168885,0.04303949622100567,0.005823781320474675,0.14061450124172303,-0.25044847488909927,254,0.4508109312020996,0.7660424190321267
N60_tvol15_rbd21,60,0.15,21,0.5196809713700659,0.16821762528155604,1.2828090112820985,0.04554312625452006,0.012261793494667161,0.14263003428740473,-0.25318238767913204,254,0.44945663986365236,0.8328269671203035
N120_tvol10_rbd21,120,0.1,21,0.6218427687268304,0.08486386595179818,1.3579967120001062,0.052004141888315036,0.0033815420122937923,0.15323431495601558,-0.2530719407211096,251,0.30116500131092444,0.8702493777699429
N120_tvol15_rbd21,120,0.15,21,0.6263451543048806,0.1740872623186985,1.3579967120001024,0.055722592495742296,0.013111964852803082,0.15323431495601425,-0.2540039121496459,251,0.29995715361482833,0.9703863115770849
