rank,cfg_id,filter,lookback,threshold_pct,buy_leverage,sell_leverage,buy_ticker,pure_cagr,pure_sharpe,pure_max_drawdown,pure_calmar,pure_sortino,pure_volatility,pure_n_switches,tax15_cagr,tax15_sharpe,tax15_max_drawdown,tax15_calmar,tax15_sortino,tax15_volatility,tax15_n_switches,tax_drag_cagr,composite_pure,g1_pbo,g2_dsr,g3_walk_forward,g4_oos_sharpe,g5_fwd_stress,g6_bootstrap_ci,g7_cross_lib,gates_passed
27,EMA_N200_th0_bL3_sL0,EMA,200,0.0,3.0,0.0,TQQQ,0.26687079431281013,0.7477004193834249,0.6058041943551702,0.4405231868638226,1.0267907131648144,0.4594916598748688,98,0.21909708281307783,0.661685708793388,0.6519214076905673,0.33607898165091654,0.8953333571763938,0.46768718262137915,98,0.04777371149973231,0.8880208333333334,True,False,False,True,True,False,False,3
28,SMA_N200_th0_bL1_sL0,SMA,200,0.0,1.0,0.0,QQQ,0.12303759891682975,0.8389361996130128,0.24139808340770805,0.5096875550127133,1.1574890868188337,0.15216484378878753,86,0.10161223378632345,0.6908557215251836,0.28460583944483203,0.35702793022284407,0.9222346179901356,0.15838120853391652,86,0.021425365130506302,0.8880208333333334,True,False,True,True,True,False,True,5
29,EMA_N200_th0_bL2_sL0,EMA,200,0.0,2.0,0.0,QLD,0.19945579500735522,0.7454249560593613,0.46275063397909133,0.4310221971870217,1.022847952871694,0.30829941552355755,98,0.16256880366712356,0.6369008820379682,0.5162511977211006,0.3149025210687253,0.8565756945904326,0.3158801618784429,98,0.036886991340231656,0.8864583333333333,True,False,False,True,True,False,False,3
30,EMA_N200_th5_bL1_sL0,EMA,200,0.05,1.0,0.0,QQQ,0.12632735026290987,0.8310592108801552,0.27853717101464,0.4535385701044191,1.1386946146693033,0.1582975580300562,14,0.11068719083904077,0.7250282823713444,0.2796079719534049,0.3958656474125357,0.9682498769705753,0.16336325303317104,14,0.015640159423869093,0.8861979166666667,True,False,False,True,True,True,True,5
31,SMA_N200_th2_bL2_sL0,SMA,200,0.02,2.0,0.0,QLD,0.20167893634182077,0.7586367016570436,0.5482356556163086,0.3678690619184553,1.0318166432175884,0.3037078404469882,30,0.17068152480841414,0.6639427632731022,0.5564665392506413,0.30672378798958927,0.8838434258722337,0.31201300431360984,30,0.030997411533406627,0.8807291666666667,True,False,False,True,True,False,True,4
32,EMA_N200_th5_bL3_sL0,EMA,200,0.05,3.0,0.0,TQQQ,0.277069767922967,0.7596962618767557,0.660332936933704,0.4195910160252755,1.0373495015622771,0.47007082336210715,14,0.24618775198592857,0.7056147502901572,0.6603329369337041,0.3728236745680388,0.9528130839590612,0.4764613717449918,14,0.03088201593703843,0.8804687499999999,True,False,False,True,True,False,False,3
33,EMA_N100_th2_bL3_sL0,EMA,100,0.02,3.0,0.0,TQQQ,0.24586464523903784,0.7245502346153134,0.598625430874172,0.41071533643333863,0.9909214776954137,0.43723882096998745,55,0.1971126929771434,0.6308156489655362,0.6126178524519944,0.32175473207025,0.8508154122711387,0.44471201825390033,55,0.04875195226189444,0.8786458333333333,True,False,False,True,True,False,False,3
34,EMA_N100_th5_bL1_sL0,EMA,100,0.05,1.0,0.0,QQQ,0.11923148817097595,0.828179826735392,0.2577578191437306,0.46257176044964227,1.1426994019445134,0.1495652512410858,23,0.10057344612526609,0.6937391421946292,0.30224247981317576,0.3327574806408194,0.9255677352166101,0.15577930743233778,23,0.018658042045709866,0.8781250000000002,True,False,True,True,True,True,True,6
35,SMA_N100_th2_bL3_sL0,SMA,100,0.02,3.0,0.0,TQQQ,0.2292193460445502,0.699583026232367,0.5438418415585716,0.4214816303718759,0.953114919813489,0.4278183546665437,51,0.18504898046900298,0.6117729421017961,0.5466497981830715,0.3385146781066415,0.822253362861039,0.43505046245635853,51,0.04417036557554721,0.8765624999999999,True,False,False,True,True,True,False,4
36,EMA_N100_th2_bL2_sL0,EMA,100,0.02,2.0,0.0,QLD,0.18406601179878268,0.7240032597414768,0.4504258318585169,0.4086488801925543,0.9894236552919013,0.29334610517573045,55,0.14781263160153424,0.6115870481682727,0.46543102654399954,0.3175822477910393,0.8212373872042348,0.29975753614233763,55,0.03625338019724844,0.8739583333333334,True,False,False,True,True,True,True,5
